episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy,loss_list
10,8,2656.3666666666836,-20,0,9,3.8784045780450107,64,291,17,11,15,
11,3,1377.0714285714319,-20,0,5,3.1856878060599167,4,377,6,6,5,
12,9,2903.4375000000164,-20,0,12,3.577653532984356,87,252,18,22,19,
13,5,1678.1000000000122,-20,0,10,4.055423775439461,31,346,5,8,8,
14,7,2140.8461538461675,-20,0,5,4.240443273410201,44,306,18,13,17,
15,2,265.89999999999924,100,1,2,4.067312815288703,12,379,1,2,4,
16,6,1414.050000000002,105,1,14,4.297896896104018,53,315,10,5,15,
17,4,1014.3333333333305,100,1,3,4.005626439104478,12,357,17,3,9,
18,9,405.24999999999505,-20,0,3,4.238367672041059,102,261,14,11,10,
19,8,1924.1666666666729,-20,0,9,4.3591018158197405,70,288,15,14,11,
20,9,2326.0375000000104,115,1,10,4.630831526070833,105,248,12,14,19,
21,10,589.5999999999993,-20,0,3,3.2327839030822116,135,228,11,12,12,
22,9,2913.5000000000146,-20,0,5,3.516271066914002,103,248,19,14,14,
23,7,2449.438461538474,-20,0,58,4.656087687859933,51,317,8,10,12,
24,6,1358.9500000000003,-20,0,13,3.70280109812816,53,317,11,6,11,
25,9,2716.437500000011,100,1,10,4.145941858440637,101,250,20,11,16,
26,8,2786.0666666666802,-20,0,20,3.950681946029266,66,279,16,21,16,
27,8,-802.3000000000033,-20,0,11,4.6400632106761135,73,281,20,7,17,
28,3,1485.9714285714354,100,1,5,4.093725156883399,9,382,0,5,2,
29,8,2343.2666666666814,-20,0,6,4.080166938056548,69,288,16,13,12,
30,7,2202.82307692309,100,1,15,3.3000302107632162,52,320,8,6,12,
31,4,2228.7000000000116,-20,0,8,4.138680212199688,12,361,7,10,8,
32,10,2866.3000000000125,100,1,16,3.961836458245913,134,227,14,10,13,
33,8,63.699999999997004,-20,0,17,3.72092950279514,63,292,18,14,11,
34,4,1360.6,-20,0,2,4.486638446748256,9,363,8,9,9,
35,10,2897.733333333348,-20,0,2,4.6190667416155335,139,223,16,9,11,
36,9,2627.2375000000134,-20,0,5,4.375707386682431,108,254,15,6,15,
37,8,2579.700000000016,-20,0,18,4.48370209351182,68,284,22,10,14,
38,9,2490.350000000011,100,1,5,4.722109391341607,90,256,11,20,21,
39,4,1311.3111111111082,-20,0,5,4.950522853036722,13,366,7,4,8,
40,6,1673.2666666666742,-20,0,19,4.655348190267881,42,312,13,14,17,
41,9,2555.7250000000126,100,1,15,4.7690827844043575,109,255,5,11,18,
42,4,1558.3666666666732,100,1,5,3.7998923441270986,12,358,11,10,7,
43,9,2966.5000000000155,100,1,9,4.538081430196762,107,249,14,13,15,
44,8,2283.4000000000106,100,1,15,4.526822371035815,76,284,7,13,18,
45,4,742.2444444444432,-20,0,2,4.706336958905061,10,362,9,7,10,
46,1,357.79999999999876,105,1,4,4.8286200465261935,3,391,0,2,2,
47,8,2423.300000000013,-20,0,13,4.530590034623941,80,276,19,12,11,
48,5,1396.2000000000048,-20,0,3,5.056016978124777,33,337,11,8,9,
49,6,2373.650000000011,105,1,6,4.351385155717532,51,318,7,14,8,
50,10,2753.2333333333468,-20,0,80,4.388516716162363,131,216,22,10,19,"[1.5407414436340332, 0.598818302154541, 1.2678314447402954, 1.9996964931488037, 1.1363718509674072, 1.5174813270568848, 1.518350601196289, 1.6011695861816406, 1.3335285186767578, 2.059572696685791, 0.4753275513648987, 3.6681785583496094, 1.2715493440628052, 0.9881795048713684, 1.4470058679580688, 1.5581145286560059, 1.323883295059204, 1.760653018951416, 1.2027721405029297, 0.5278453826904297, 1.1353305578231812, 1.008025884628296, 41.95545959472656, 1.983086347579956, 2.117433786392212, 2.2777676582336426, 3.8979034423828125, 1.507246732711792, 1.7052059173583984, 1.531699776649475, 1.3897924423217773, 33.20340347290039, 1.08359694480896, 1.2745246887207031, 1.429279088973999, 2.1212282180786133, 2.044545888900757, 1.253312110900879, 1.7278473377227783, 3.5534703731536865, 34.136444091796875, 1.4713393449783325, 1.3423573970794678, 2.2439897060394287, 1.3023195266723633, 0.5601981282234192, 21.68790054321289, 1.5574146509170532, 1.0690757036209106, 1.6614363193511963, 1.5916399955749512, 1.8213757276535034, 1.0164768695831299, 0.8020975589752197, 0.710054874420166, 1.4072651863098145, 1.4530143737792969, 1.5430192947387695, 4.472899436950684, 1.755129337310791, 1.490604043006897, 1.589411735534668, 2.0022289752960205, 2.7918052673339844, 1.1997623443603516, 1.046175479888916, 1.602116346359253, 1.5694785118103027, 1.658297061920166, 0.7906895875930786, 37.99972152709961, 1.2147948741912842, 1.2870795726776123, 1.033963918685913, 1.56485116481781, 1.69431734085083, 1.6333708763122559, 2.0462961196899414, 4.039364814758301, 1.114980936050415, 3.5970168113708496, 1.7189598083496094, 1.8547494411468506, 1.9474632740020752, 1.8184274435043335, 1.0091118812561035, 1.3021427392959595, 1.4469513893127441, 1.6727983951568604, 1.7986949682235718, 1.362978219985962, 20.870193481445312, 3.8885748386383057, 1.4124224185943604, 1.105616807937622, 1.0842514038085938, 0.8410893678665161, 1.0407553911209106, 17.563453674316406, 2.021245002746582, 0.9964001178741455, 43.849849700927734, 1.0645778179168701, 2.569016933441162, 1.0405603647232056, 1.6470552682876587, 1.5976604223251343, 1.2487242221832275, 1.0187472105026245, 4.948974132537842, 1.8323150873184204, 2.215135097503662, 1.403035044670105, 1.6687233448028564, 34.69657897949219, 0.8897457718849182, 1.3873066902160645, 1.1099363565444946, 0.8636903762817383, 1.3220465183258057, 1.1761512756347656, 0.8466802835464478, 2.065159320831299, 2.2151381969451904, 0.8676021099090576, 5.539056301116943, 4.612541198730469, 35.17747116088867, 0.792212963104248, 1.3243621587753296, 1.231468677520752, 1.3024131059646606, 1.3428548574447632, 0.7610784769058228, 1.4064263105392456, 4.5976176261901855, 1.0130608081817627, 1.0108556747436523, 1.5262556076049805, 1.3411204814910889, 0.9301371574401855, 1.0498682260513306, 2.590402364730835, 0.800251841545105, 1.6414119005203247, 1.97066068649292, 1.3415844440460205, 1.6544098854064941, 1.0790966749191284, 0.94642573595047, 1.0061053037643433, 43.98347473144531, 1.932137370109558, 0.7749754190444946, 21.019756317138672, 1.0471887588500977, 70.14958190917969, 3.487386703491211, 4.878010272979736, 44.81752014160156, 1.996859073638916, 1.4538829326629639, 2.2402291297912598, 1.4999430179595947, 18.211753845214844, 0.8725885152816772, 2.2639851570129395, 2.0881378650665283, 3.7251858711242676, 0.9204204082489014, 43.42942428588867, 0.9076099395751953, 1.4658300876617432, 1.5064257383346558, 2.035659074783325, 1.2000491619110107, 1.2583107948303223, 1.7754290103912354, 1.0946571826934814, 4.352765083312988, 0.9143661260604858, 1.9912173748016357, 1.312099814414978, 1.5141804218292236, 1.3122198581695557, 1.5076991319656372, 4.497392177581787, 6.130870342254639, 1.3934192657470703, 1.540114402770996, 1.0310804843902588, 1.0133161544799805, 0.871891975402832, 1.8926960229873657, 1.6391503810882568, 4.987029075622559, 1.2850054502487183, 1.5552904605865479, 1.527785301208496, 2.3681282997131348, 2.354166030883789, 1.9049532413482666, 1.5933080911636353, 42.246437072753906, 0.6758198738098145, 32.806156158447266, 1.1523716449737549, 2.1128554344177246, 0.9366762638092041, 2.1482505798339844, 3.24293851852417, 36.92879867553711, 1.4838687181472778, 1.0801613330841064, 34.980045318603516, 0.7092912197113037, 1.221616506576538, 0.4438260793685913, 1.0878199338912964, 1.379196286201477, 1.0758496522903442, 1.8646783828735352, 0.7890326380729675, 1.9223220348358154, 1.5864779949188232, 1.1395615339279175, 1.1042697429656982, 1.9633280038833618, 1.846945881843567, 1.2918959856033325, 1.482921838760376, 2.297532081604004, 4.52684211730957, 1.4240626096725464, 1.1442309617996216, 1.2673203945159912, 1.1405647993087769, 1.4160006046295166, 0.6864118576049805, 1.7709801197052002, 0.4625025987625122, 2.3893189430236816, 3.3380675315856934, 0.9291038513183594, 0.6764957904815674, 1.7727677822113037, 4.537617206573486, 1.3811568021774292, 1.7439625263214111, 1.358691692352295, 65.00627899169922, 2.1774516105651855, 1.5862815380096436, 2.270475387573242, 5.513410568237305, 0.8886488080024719, 1.9653866291046143, 2.2999372482299805, 1.537614345550537, 0.9777117967605591, 1.1136351823806763, 0.5779507160186768, 1.8425264358520508, 1.8920187950134277, 1.367842674255371, 1.1300944089889526, 0.7665056586265564, 1.0453084707260132, 1.6149494647979736, 1.5569162368774414, 1.5786824226379395, 2.0215001106262207, 4.186896800994873, 0.6527202725410461, 0.9518111348152161, 2.5097861289978027, 1.015968680381775, 2.0322670936584473, 1.1150482892990112, 1.6094545125961304, 1.0315566062927246, 38.27460479736328, 43.9356575012207, 1.5672528743743896, 1.5876202583312988, 1.4483747482299805, 1.5756001472473145, 2.1205081939697266, 21.150100708007812, 1.863966703414917, 50.516151428222656, 1.7539381980895996, 3.6568520069122314, 0.9813752174377441, 2.0897023677825928, 4.897256851196289, 1.4736096858978271, 1.2162702083587646, 1.2403485774993896, 1.678101897239685, 1.1078516244888306, 0.9126532077789307, 0.8824814558029175, 0.8944568037986755, 1.937336802482605, 3.117722511291504, 1.4025251865386963, 0.8476165533065796, 1.5933144092559814, 1.6370593309402466, 0.9019396305084229, 0.9481040239334106, 1.5938879251480103, 1.705749273300171, 0.8212416172027588, 1.042160987854004, 3.9358596801757812, 1.541786789894104, 1.229860544204712, 1.4155235290527344, 1.3136074542999268, 1.6529974937438965, 0.5598463416099548, 1.266355037689209, 1.1396691799163818, 0.5048003196716309, 1.503302812576294, 1.447651982307434, 1.3287327289581299, 0.8954657912254333, 1.663313388824463, 8.148887634277344, 1.2808623313903809, 37.617950439453125, 1.274468183517456, 1.4213552474975586, 2.068237781524658, 1.7666187286376953, 1.4589728116989136, 1.7694203853607178, 1.6572850942611694, 1.8429902791976929, 1.7704287767410278, 1.237004041671753, 1.6661733388900757, 1.4606940746307373, 1.336467981338501, 2.06624174118042, 1.4810911417007446, 1.620177149772644, 1.6756236553192139, 1.5631049871444702, 1.1068449020385742, 1.507619023323059, 1.5511982440948486, 18.086578369140625, 1.180022954940796, 0.903096079826355, 2.6652657985687256, 1.036182165145874, 37.1802978515625, 2.3598198890686035, 1.5335536003112793, 1.8474910259246826, 37.68806076049805, 1.7561067342758179, 1.147560715675354, 1.3878166675567627, 0.9467392563819885, 2.7861971855163574, 1.599948763847351, 4.480020999908447, 0.5355837345123291, 3.1073899269104004, 1.185436725616455, 1.236706018447876, 3.5808258056640625, 23.07908821105957, 6.376675128936768, 1.8344197273254395, 1.4473230838775635, 3.8317768573760986, 1.8452261686325073, 3.5753540992736816, 1.7008581161499023, 8.815689086914062, 4.3401312828063965, 1.186686635017395, 1.4922338724136353, 1.244182825088501, 1.302819848060608, 3.3096821308135986, 1.6475529670715332, 1.1759047508239746, 1.0211422443389893, 1.3971132040023804, 0.9352270364761353, 2.2583134174346924, 1.8191237449645996, 1.3378480672836304, 1.3747129440307617, 1.4906492233276367, 1.7131211757659912, 1.255707025527954, 1.2374250888824463, 3.0043325424194336, 35.66846466064453, 1.8753777742385864, 1.3632562160491943, 1.1618406772613525, 1.9969475269317627, 1.4589107036590576, 37.14973831176758, 1.4786792993545532, 1.363876461982727, 0.8023052215576172, 1.2826292514801025, 0.44217121601104736, 1.0866845846176147, 1.23086678981781, 0.9618242979049683, 1.302726149559021, 1.977346658706665, 1.1853595972061157, 1.1401605606079102, 0.9239251017570496, 1.8883881568908691, 0.9153393507003784, 3.770899772644043, 1.4711616039276123, 1.1723827123641968, 0.8611631989479065, 0.955436646938324, 41.53076934814453, 0.47718364000320435, 34.79908752441406, 1.3038535118103027, 0.6757457256317139, 19.250837326049805, 43.93874740600586, 1.1352365016937256, 35.881900787353516, 1.4805943965911865, 2.15342116355896, 0.9234431982040405, 1.1196110248565674, 1.4377738237380981, 4.197502136230469, 1.8751472234725952, 0.9090989828109741, 4.0138092041015625, 1.2575761079788208, 1.0904179811477661, 1.3844901323318481, 4.859096527099609, 1.9035024642944336, 2.1116943359375, 1.6529098749160767, 1.771410346031189, 1.0271658897399902, 0.7679669260978699, 1.2002036571502686, 1.5706658363342285, 1.4171433448791504, 37.915138244628906, 3.5618627071380615, 1.0957119464874268, 1.5362813472747803, 1.1340737342834473, 1.4133368730545044, 0.807263970375061, 1.248133659362793, 1.7825956344604492, 4.343188285827637, 0.7239792346954346, 1.1542716026306152, 0.6257596015930176, 1.9492616653442383, 1.4689126014709473, 1.3130333423614502, 0.9718446731567383, 0.9986177682876587, 5.311028957366943, 1.2701833248138428, 1.6901955604553223, 1.9860477447509766, 3.8458054065704346, 1.394399881362915, 0.4390111565589905, 0.9532768130302429, 1.683872103691101, 3.410390853881836, 1.4403802156448364, 4.869471549987793, 1.3448843955993652, 1.1918777227401733, 38.945438385009766, 1.4138240814208984, 1.60176682472229, 0.8339319229125977, 1.7421374320983887, 0.8832459449768066, 45.72990417480469, 1.9447441101074219, 1.5560508966445923, 1.047527551651001, 0.8082552552223206, 4.027904510498047, 1.5610878467559814, 1.0915088653564453, 1.0131096839904785, 0.7054802179336548, 54.86720275878906, 1.541715383529663, 0.8154609799385071, 2.9486958980560303, 1.0258373022079468, 1.5153088569641113, 1.4571945667266846, 0.7960460186004639, 1.368600606918335, 1.0689458847045898, 1.3098536729812622, 2.3220129013061523, 1.5824065208435059, 1.3612688779830933, 1.706775188446045, 0.5965260863304138, 0.935457706451416, 0.5688136219978333, 1.9720933437347412, 4.525604724884033, 2.1381683349609375, 0.8453545570373535, 0.8349317312240601, 8.814939498901367, 1.5017578601837158, 1.847121238708496, 1.747955560684204, 1.7879387140274048, 1.4863632917404175, 1.613966464996338, 2.2201828956604004, 35.23777770996094, 1.4252408742904663, 1.287419319152832, 3.4732117652893066, 1.4952560663223267, 1.292090654373169, 1.6468539237976074, 0.8982980251312256, 1.1209650039672852, 1.3689115047454834, 1.3175021409988403, 1.7536165714263916, 4.807426929473877, 0.5881840586662292, 1.213712215423584, 0.49572473764419556, 1.2741873264312744, 2.233058452606201, 0.7890415191650391, 0.7250418663024902, 1.4476420879364014, 1.0782160758972168, 1.673180103302002, 1.1927337646484375, 1.8756225109100342, 1.6658686399459839, 1.7959699630737305, 0.7364856004714966, 1.0978130102157593, 1.2065067291259766, 1.0111005306243896, 0.5269864797592163, 35.140480041503906, 1.5080623626708984, 4.442655086517334, 68.54191589355469, 1.6506242752075195, 0.6781209707260132, 34.767635345458984, 1.9997464418411255, 0.9029833674430847, 0.6583221554756165, 0.7636021375656128, 1.7699788808822632, 0.8407891392707825, 1.5918129682540894, 1.219959020614624, 1.6724390983581543, 2.4668331146240234, 2.0685362815856934, 1.0918328762054443, 1.4986786842346191, 0.7822424173355103, 8.395478248596191, 3.8160808086395264, 2.299694061279297, 1.2875077724456787]"
51,9,498.099999999995,-20,0,7,3.8479699158668517,95,254,21,9,19,
52,10,2571.366666666682,-20,0,6,4.333806956311067,131,216,24,14,13,
53,7,2182.315384615391,-20,0,18,4.713012678523858,45,324,4,15,10,
54,6,1882.9666666666794,-20,0,9,4.829896881977717,52,317,10,8,11,
55,3,2029.7714285714346,100,1,5,4.92511103078723,6,380,5,4,3,
56,8,2393.200000000011,105,1,2,4.497685088217258,67,280,18,14,19,
57,9,9.387499999999605,-20,0,2,4.920835460623105,107,258,13,7,13,
58,9,2282.3000000000147,-20,0,5,3.8997463335593543,88,262,23,11,14,
59,7,2025.7230769230891,110,1,15,4.447513383229573,49,324,10,7,8,
60,5,1187.5999999999983,-20,0,1,4.769251849800348,28,335,13,16,6,
61,2,1497.0000000000064,-20,0,2,4.084444458583991,6,384,4,3,1,
62,10,1781.2111111111153,-20,0,10,4.310944272180398,130,230,17,11,10,
63,5,1980.0000000000102,110,1,14,3.9660754150648914,39,331,9,7,12,
64,10,2793.300000000014,-20,0,3,4.238411613504092,130,226,16,14,12,
65,5,1777.9000000000149,-20,0,7,4.762876203606526,33,339,10,7,9,
66,2,578.2999999999965,100,1,4,4.448223142872254,13,377,3,1,4,
67,3,235.12857142857146,-20,0,1,4.614344909687837,5,380,5,5,3,
68,8,2099.400000000008,-20,0,7,4.452521669963995,65,291,12,13,17,
69,3,338.5714285714278,-20,0,17,4.396326826512814,5,378,5,5,5,
70,4,2045.4666666666735,100,1,2,4.60827470143636,18,359,7,5,9,
71,10,2548.5666666666807,-20,0,21,4.333286345303058,131,221,11,17,18,
72,9,-470.7000000000021,-20,0,5,4.579462292889754,95,260,19,11,13,
