episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy,loss_list
801,10,1936.7666666666812,-20,0,3,9.624982715447743,140,221,16,13,8,
802,8,2753.800000000014,-20,0,2,8.555632050434749,62,299,21,9,7,
803,7,2599.2923076923203,-20,0,6,8.363073709011077,51,314,12,7,14,
804,4,1210.04444444444,-20,0,3,8.899271803299586,10,367,6,6,9,
805,6,2328.6000000000136,-20,0,3,8.9994768679142,53,319,8,9,9,
806,3,992.4142857142832,-20,0,5,9.032832655111948,7,382,4,2,3,
807,10,664.9999999999952,-20,0,17,9.536946642796199,131,238,8,8,13,
808,10,3251.9000000000156,-20,0,4,9.069764946301778,125,227,17,15,14,
809,8,819.0000000000009,-20,0,3,9.498284403483073,61,295,14,12,16,
810,8,1249.700000000013,-20,0,6,9.092755963404974,74,293,9,16,6,
811,4,1986.0666666666746,100,1,5,8.938896884918213,14,366,7,4,7,
812,6,1665.800000000007,-20,0,5,9.027626700003943,53,324,10,4,7,
813,9,2512.0000000000123,100,1,9,8.400793187220891,92,254,22,11,19,
814,6,2370.100000000012,-20,0,4,8.777680505911508,47,321,12,7,11,
815,10,3079.400000000012,-20,0,23,8.441272189617157,136,220,15,8,19,
816,1,1533.1000000000045,100,1,5,9.139942144552867,4,392,0,1,1,
817,7,2058.1076923077026,-20,0,19,9.235271696249644,55,319,6,7,11,
818,10,3117.100000000014,100,1,12,8.798817583322524,128,219,21,18,12,
819,10,2986.233333333348,-20,0,3,8.747594037055968,132,224,21,14,7,
820,8,3027.300000000013,-20,0,8,8.44273132721583,58,294,15,13,18,
821,9,2805.2000000000085,-20,0,3,9.450472420851389,105,263,12,6,12,
822,9,2791.512500000011,-20,0,38,9.056623721122742,107,266,4,9,12,
823,7,3145.646153846167,-20,0,3,8.025326104362806,47,326,7,11,7,
824,6,-394.03333333333563,-20,0,5,8.036408114234606,43,316,16,11,12,
825,9,3266.2750000000146,105,1,11,8.227687905629477,101,261,13,9,14,
826,9,2846.900000000011,-20,0,2,8.911739911834399,105,254,21,6,12,
827,8,2029.6000000000124,-20,0,1,9.194902344743412,73,291,17,6,11,
828,10,2818.933333333344,-20,0,11,8.439221742947897,140,219,16,8,15,
829,5,2882.9000000000096,100,1,3,9.380731702049573,33,354,4,1,6,
830,7,2500.1538461538566,100,1,2,8.46893185098966,37,320,13,13,15,
831,9,2399.3625000000047,-20,0,4,8.64200878381729,97,263,13,13,12,
832,4,623.1999999999979,-20,0,4,8.985443519155185,12,365,7,7,7,
833,9,2385.887500000013,-20,0,1,8.720456730922063,108,255,22,4,9,
834,9,2973.2250000000104,-20,0,24,8.156619942585627,103,253,12,13,17,
835,9,2449.2625000000107,110,1,20,8.52332336028417,109,264,5,7,13,
836,10,3179.8000000000116,-20,0,5,8.70748416364193,139,220,10,14,15,
837,9,3151.375000000013,100,1,11,9.812872214317322,98,260,16,11,13,
838,5,2052.000000000012,-20,0,3,8.403996854821841,38,349,2,5,4,
839,9,-955.7000000000025,-20,0,3,8.803489243586858,89,254,23,19,13,
840,10,2822.9666666666767,-20,0,2,9.187669856150945,136,219,18,12,13,
841,9,3315.537500000016,-20,0,8,8.680007506012917,99,260,17,11,11,
842,8,2416.13333333334,-20,0,18,8.699490123788516,75,299,5,11,8,
843,10,2811.9000000000156,-20,0,1,9.288891973296801,133,223,23,9,10,
844,9,2930.6500000000083,-20,0,11,9.600208196640015,113,268,6,7,4,
845,7,2404.084615384626,-20,0,5,8.72856415351232,48,314,14,12,10,
846,9,2881.5875000000133,-20,0,13,9.15699577053388,96,263,19,7,13,
847,10,2426.5000000000127,-20,0,14,9.091767097314198,137,227,6,6,22,
848,8,2325.233333333341,110,1,23,9.11572573562463,72,291,13,9,13,
849,9,3109.037500000014,-20,0,10,7.813294991254806,101,262,20,7,8,
850,5,2544.600000000015,105,1,12,8.715943804184596,36,344,6,7,5,"[4.661271095275879, 2.7839598655700684, 2.6802594661712646, 2.6928763389587402, 4.598429203033447, 4.451379776000977, 3.9455323219299316, 3.8352272510528564, 25.134746551513672, 3.14709210395813, 2.2461743354797363, 2.6507620811462402, 7.056234836578369, 30.041208267211914, 6.2784318923950195, 3.112509250640869, 4.582562446594238, 2.9837894439697266, 2.8070168495178223, 4.250232219696045, 3.9277913570404053, 7.974976539611816, 3.0244388580322266, 33.96881866455078, 2.3497893810272217, 29.378557205200195, 6.514331817626953, 4.530829429626465, 5.747960090637207, 4.089504718780518, 2.915208339691162, 3.4270806312561035, 4.917759418487549, 4.326718330383301, 4.105847358703613, 4.079848289489746, 3.347102165222168, 34.84749221801758, 15.831019401550293, 4.882232666015625, 2.7522153854370117, 4.815474510192871, 4.732315540313721, 41.89633560180664, 3.631789445877075, 2.941683292388916, 3.9737372398376465, 5.611095428466797, 5.695500373840332, 3.4915788173675537, 3.855942726135254, 5.087459087371826, 4.583776950836182, 6.380525588989258, 5.142883777618408, 2.811541795730591, 2.799307346343994, 3.2518396377563477, 43.798728942871094, 15.242923736572266, 4.597275733947754, 3.8654062747955322, 6.042707443237305, 5.7731218338012695, 4.77913236618042, 5.451839923858643, 19.040294647216797, 35.132144927978516, 16.630842208862305, 5.138239860534668, 34.84883117675781, 3.5013465881347656, 17.408693313598633, 28.553089141845703, 31.826679229736328, 3.667924165725708, 6.195681571960449, 3.4939746856689453, 27.443655014038086, 16.27960968017578, 3.7854743003845215, 2.614943742752075, 3.8214073181152344, 5.522637844085693, 5.050708770751953, 3.974811553955078, 5.1434431076049805, 5.959427833557129, 3.3415353298187256, 5.697505950927734, 5.579976558685303, 6.310423851013184, 4.403039932250977, 3.758622884750366, 6.367807388305664, 19.026920318603516, 18.777158737182617, 8.093274116516113, 5.240607738494873, 4.48466682434082, 3.9251749515533447, 5.230491638183594, 4.768884658813477, 4.728638648986816, 2.9545187950134277, 3.6629345417022705, 5.366733551025391, 6.839414119720459, 31.508785247802734, 5.115322113037109, 16.985607147216797, 6.420232772827148, 2.239469051361084, 4.234768867492676, 18.669620513916016, 3.628411054611206, 3.3664209842681885, 18.60344123840332, 17.156452178955078, 7.048608303070068, 3.5797009468078613, 2.4614620208740234, 4.0853376388549805, 6.613049507141113, 3.219618320465088, 5.467899322509766, 5.007691383361816, 19.90089225769043, 5.163426876068115, 9.204988479614258, 5.549636363983154, 6.665701866149902, 4.4756317138671875, 3.7011094093322754, 5.018330097198486, 4.481621742248535, 3.3746399879455566, 4.8925676345825195, 5.409575462341309, 4.470225811004639, 51.421409606933594, 26.986318588256836, 7.027638912200928, 6.511347770690918, 13.898550033569336, 40.34294891357422, 4.589792251586914, 4.161755084991455, 3.831589460372925, 6.653972625732422, 5.115468978881836, 3.2234108448028564, 3.108400583267212, 4.569756507873535, 3.77750825881958, 3.372232437133789, 4.177356719970703, 3.836167335510254, 4.680360794067383, 3.859276294708252, 2.1785497665405273, 6.552493095397949, 3.9317407608032227, 4.417235374450684, 6.296893119812012, 2.661170244216919, 3.9739630222320557, 3.8026771545410156, 40.92388916015625, 4.706345558166504, 2.7421462535858154, 19.50099754333496, 5.432897567749023, 4.042731761932373, 3.8947434425354004, 3.3578920364379883, 2.5302209854125977, 4.403427600860596, 3.712883472442627, 14.708090782165527, 53.01871871948242, 3.6711130142211914, 27.788969039916992, 15.43656063079834, 4.913740158081055, 3.6857290267944336, 20.646163940429688, 4.161296844482422, 3.2593910694122314, 3.2033438682556152, 29.411792755126953, 6.1444196701049805, 2.612929582595825, 27.115480422973633, 20.509807586669922, 3.9619860649108887, 5.960531234741211, 3.758192300796509, 3.2689552307128906, 4.606019973754883, 5.636847972869873, 3.2780261039733887, 3.9624431133270264, 7.617424488067627, 5.228118896484375, 3.2683281898498535, 33.3670654296875, 36.37872314453125, 5.526516914367676, 7.428845405578613, 5.892097473144531, 6.102766990661621, 5.0042243003845215, 3.893707275390625, 5.97010612487793, 37.12823486328125, 3.744870185852051, 4.935378551483154, 4.98606014251709, 6.00643253326416, 6.710882663726807, 4.804404258728027, 4.845771789550781, 4.588017463684082, 4.891207695007324, 5.616686820983887, 3.3703196048736572, 6.473601818084717, 4.509429931640625, 6.09596061706543, 6.032809734344482, 8.512491226196289, 4.447513580322266, 17.32128143310547, 32.253883361816406, 16.178573608398438, 4.333880424499512, 6.17988920211792, 3.1241226196289062, 27.48955535888672, 19.838319778442383, 18.30377197265625, 2.7725954055786133, 13.781652450561523, 2.8812084197998047, 4.3688554763793945, 4.519899368286133, 4.462209224700928, 6.621072769165039, 4.883646011352539, 50.85503005981445, 5.411917686462402, 4.7386474609375, 3.4278745651245117, 5.394498348236084, 5.004585266113281, 3.1787517070770264, 4.462648868560791, 2.6045289039611816, 5.547879219055176, 6.839433670043945, 30.791717529296875, 16.575437545776367, 4.478898525238037, 3.0386598110198975, 5.994117736816406, 3.8716866970062256, 2.4268369674682617, 6.533926010131836, 6.413629531860352, 4.415068626403809, 4.596731185913086, 5.947485446929932, 3.773141860961914, 3.3429980278015137, 4.009957313537598, 6.729855537414551, 2.6041085720062256, 5.995059490203857, 3.139923095703125, 3.548865795135498, 2.9305930137634277, 18.696243286132812, 4.985935211181641, 4.957521915435791, 3.719409465789795, 40.072532653808594, 4.488182544708252, 2.8185629844665527, 4.808345317840576, 6.6128740310668945, 3.286882162094116, 3.9146153926849365, 2.9607391357421875, 37.10587692260742, 6.73836612701416, 5.717385768890381, 4.608026027679443, 3.5504062175750732, 36.01355743408203, 3.978811264038086, 2.2468461990356445, 3.6750221252441406, 17.641563415527344, 5.098583698272705, 4.923723220825195, 5.6806817054748535, 3.5933685302734375, 3.263307571411133, 2.93996524810791, 4.486298084259033, 3.558562755584717, 4.5623064041137695, 6.421601295471191, 4.071262359619141, 63.315940856933594, 17.587188720703125, 3.900306224822998, 5.061213493347168, 3.4380064010620117, 4.921159267425537, 4.725297451019287, 3.8767313957214355, 6.08439302444458, 16.101024627685547, 4.659867286682129, 7.111915588378906, 4.919041633605957, 3.970968723297119, 4.538191795349121, 5.804157733917236, 3.3674135208129883, 4.407512664794922, 4.200119972229004, 4.515748023986816, 3.2824454307556152, 4.397017478942871, 2.871736526489258, 17.979961395263672, 24.45823860168457, 6.2129130363464355, 3.486342668533325, 4.228884220123291, 35.00160598754883, 4.905640602111816, 34.29383087158203, 17.968730926513672, 3.750527858734131, 4.456323623657227, 5.912871837615967, 3.735945224761963, 5.6943230628967285, 27.53753662109375, 4.7000651359558105, 4.100987434387207, 5.319708824157715, 6.433032035827637, 7.601703643798828, 3.970527172088623, 3.562220573425293, 3.896933078765869, 3.4634108543395996, 27.56671142578125, 5.311131477355957, 24.742313385009766, 30.996355056762695, 4.934555530548096, 6.061119556427002, 5.510470867156982, 4.717949867248535, 7.197983264923096, 31.039623260498047, 9.230411529541016, 7.988865375518799, 3.3593947887420654, 6.040561676025391, 6.966335296630859, 5.481320858001709, 3.5517501831054688, 3.4458978176116943, 4.989093780517578, 3.827556610107422, 4.954480171203613, 4.98223876953125, 7.014798164367676, 4.266808032989502, 30.341379165649414, 4.644423961639404, 5.007312774658203, 30.23297119140625, 5.475302696228027, 3.2703769207000732, 19.01702117919922, 18.31396484375, 5.661415100097656, 6.236296653747559, 6.128884792327881, 18.82182502746582, 4.625942230224609, 3.5386035442352295, 5.593690872192383, 4.6031904220581055, 26.309043884277344, 3.169029712677002, 5.073944568634033, 5.295346260070801, 2.7860023975372314, 5.069207191467285, 5.455796241760254, 5.147107124328613, 5.978960990905762, 4.8601789474487305, 4.513283729553223, 5.564611911773682, 2.7325406074523926, 5.734551429748535, 4.139598369598389, 3.9118030071258545, 4.384917736053467, 27.811222076416016, 5.713061332702637, 3.6151351928710938, 3.0166237354278564, 7.114558219909668, 2.942594051361084, 5.0032548904418945, 3.3714444637298584, 3.926410675048828, 4.6259446144104, 4.942926406860352, 3.65818452835083, 5.948543548583984, 3.8088459968566895, 4.551143646240234, 4.624229907989502, 3.4966602325439453, 7.264861106872559, 4.375175476074219, 3.4607300758361816, 4.753664970397949, 34.635459899902344, 4.788721084594727, 3.2331037521362305, 17.808551788330078, 4.145206451416016, 2.2533204555511475, 32.3018913269043, 3.5286946296691895, 3.44106125831604, 1.631085753440857, 21.187711715698242, 1.9493281841278076, 3.046621799468994, 8.027979850769043, 17.203941345214844, 5.836292266845703, 17.095075607299805, 6.075695037841797, 2.778714656829834, 2.7424540519714355, 2.091805934906006, 3.3235509395599365, 4.2194976806640625, 2.2596616744995117, 3.860886573791504, 3.082047462463379, 2.8141865730285645, 4.917208671569824, 3.7384748458862305, 4.245028495788574, 3.9948787689208984, 37.02597427368164, 2.763186454772949, 6.567610740661621, 4.391422748565674, 19.666725158691406, 3.5634713172912598, 2.888503074645996, 2.1449058055877686, 3.749246835708618, 4.617781162261963, 17.591676712036133, 5.3336944580078125, 25.648544311523438, 5.433144569396973, 5.886556625366211, 5.241569519042969, 4.454153060913086, 34.81632614135742, 16.376934051513672, 3.266476631164551, 3.058884620666504, 16.099401473999023, 25.12539291381836, 4.07034969329834, 31.423704147338867, 2.7674214839935303, 4.821863174438477, 5.727784156799316, 33.64128112792969, 4.566837787628174, 5.544379711151123, 4.807146072387695, 3.397446870803833, 4.096799373626709, 5.741397857666016, 6.839656352996826, 45.195220947265625, 4.546281337738037, 5.17607307434082, 2.84245228767395, 8.115257263183594, 5.242917537689209, 19.295576095581055, 3.8996989727020264, 4.6489577293396, 3.879350185394287, 3.8641364574432373, 3.3834753036499023, 2.4025328159332275, 3.9874162673950195, 1.6689902544021606, 4.062983512878418, 3.5132298469543457, 3.478567361831665, 15.02086353302002, 4.483055114746094, 3.9251787662506104, 3.435607671737671, 5.322731018066406, 3.701204299926758, 26.59295082092285, 30.739221572875977, 4.690215110778809, 5.3646321296691895, 2.470289707183838, 7.858476161956787, 5.585611820220947, 3.1670122146606445, 5.255102157592773, 5.684450149536133, 4.492907524108887, 35.77199172973633, 5.311087608337402, 19.391599655151367, 6.47282075881958, 2.751373291015625, 5.06350040435791, 3.863612651824951, 2.758833408355713, 5.19948673248291, 5.770307540893555, 5.264454364776611, 4.797770023345947, 2.340282440185547, 5.566404342651367, 3.9120144844055176, 4.118204116821289, 4.117037773132324, 2.488372802734375, 6.508687496185303, 32.037784576416016, 3.7587127685546875, 14.958106994628906, 5.048689842224121, 34.689598083496094, 3.3211913108825684, 34.661312103271484, 26.690839767456055, 4.649483680725098, 3.4551427364349365, 4.33963680267334, 38.41944885253906, 5.505275249481201, 3.06433367729187, 26.11262321472168, 17.54074478149414, 34.88328170776367, 3.9724388122558594, 4.570983409881592, 4.248447418212891, 35.60247039794922, 5.696435928344727, 2.9262235164642334, 1.7801036834716797, 5.259291648864746, 4.854885101318359, 5.083735466003418, 5.7061614990234375, 3.5363998413085938, 3.690061330795288, 6.877907752990723, 4.211454391479492, 3.303165912628174, 2.0848445892333984, 4.068178176879883, 18.739412307739258, 3.703117847442627, 30.630123138427734, 4.548282623291016]"
851,8,2936.000000000014,105,1,10,7.857591033577919,64,285,19,14,16,
852,7,1755.5846153846255,-20,0,7,8.616328616340954,37,328,11,10,12,
853,3,1887.7857142857226,100,1,9,8.19974927107493,5,381,1,3,8,
854,5,2495.9000000000187,-20,0,2,8.202687816619873,33,347,6,2,10,
855,3,1368.114285714288,-20,0,22,8.782556315263113,7,381,5,4,1,
856,8,2726.7000000000116,-20,0,1,8.598361485799154,69,294,11,14,10,
857,7,904.9384615384636,-20,0,6,8.932153259515763,50,330,5,5,8,
858,8,3146.700000000012,100,1,12,10.028162741661072,65,298,12,11,12,
859,10,2694.5000000000146,-20,0,3,8.239336238304775,130,230,13,10,15,
860,3,2060.042857142867,105,1,2,8.357445604006449,4,380,6,3,5,
861,2,1138.6666666666672,-20,0,4,9.530950411558152,12,379,4,2,1,
862,2,-1641.8999999999928,-20,0,11,9.638787082235018,8,381,2,4,3,
863,10,765.1999999999953,-20,0,2,10.000127303997676,129,228,18,14,9,
864,9,3046.1875000000105,-20,0,10,9.08230307618777,98,263,13,16,8,
865,7,2753.5538461538545,100,1,2,10.392747827370961,40,324,10,12,12,
866,10,2994.500000000015,100,1,10,9.786590225100518,125,213,29,17,14,
867,2,1651.400000000007,105,1,4,10.097031975587209,12,378,1,2,5,
868,9,2944.3750000000127,-20,0,10,9.977259001731873,98,258,21,12,9,
869,9,2959.162500000014,-20,0,6,10.395813715060552,103,261,20,7,7,
870,5,1195.1000000000051,-20,0,2,10.536063928604126,32,344,4,10,8,
871,1,1890.1000000000126,-20,0,3,10.771633239587148,1,392,1,3,1,
872,7,2825.584615384631,110,1,24,10.484575026035309,50,320,14,5,9,
873,9,-580.6000000000029,-20,0,13,10.946730200052261,105,259,15,5,14,
874,7,579.1000000000012,-20,0,6,10.62718713124593,45,322,10,9,12,
875,7,-132.69999999999914,-20,0,3,11.010733625888825,53,323,9,1,12,
876,8,2667.266666666679,-20,0,9,10.153750576178233,76,294,15,4,9,
877,6,1993.7833333333408,-20,0,47,10.998983240524927,53,314,9,9,13,
878,10,2816.6000000000117,-20,0,13,10.148194437424342,133,221,27,6,11,
879,3,1874.9142857142892,-20,0,5,9.152678445577621,5,381,3,3,6,
880,8,264.0999999999957,-20,0,13,9.729150536457697,74,294,17,6,7,
881,10,2947.200000000011,-20,0,6,9.679514052470525,135,220,15,12,16,
882,6,1746.2166666666828,-20,0,8,9.450270543495813,51,326,6,6,9,
883,7,2610.3923076923193,-20,0,41,8.784526178042094,55,309,16,10,8,
884,5,364.9999999999983,-20,0,7,9.293823094765346,33,342,7,6,10,
885,10,2983.266666666678,-20,0,3,9.325020984013875,141,229,15,7,6,
886,8,1447.500000000015,-20,0,4,8.950345273017883,63,295,18,5,17,
887,7,1488.6461538461538,-20,0,3,8.545534544785818,47,318,19,8,6,
888,4,1787.5000000000048,-20,0,12,8.018502634763717,11,366,5,11,5,
889,4,-237.76666666666762,105,1,13,8.347641774415969,16,366,5,4,7,
890,8,2752.20000000001,-20,0,3,8.015672123034795,74,287,13,13,11,
891,5,1855.1000000000054,-20,0,23,8.180098251104354,35,338,8,6,11,
892,3,1986.7428571428636,105,1,2,8.713715442021687,5,384,4,3,2,
893,8,1900.8333333333367,-20,0,46,8.588986857334772,75,292,9,8,14,
894,9,3015.887500000014,-20,0,4,8.19164720972379,98,264,11,11,14,
895,4,1031.9999999999973,-20,0,4,8.469812138875325,10,370,1,9,8,
896,9,-677.7000000000036,-20,0,2,8.184573994874954,99,248,22,10,19,
897,4,2807.5000000000123,100,1,4,8.352148775259653,14,367,6,3,8,
898,4,2017.9333333333484,-20,0,4,8.880921413898468,8,364,8,9,9,
899,6,2694.900000000013,-20,0,9,8.07768244624138,52,320,12,4,10,
