episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy,loss_list
1601,7,2894.5071805963757,115,1,7,5.4974251278241475,57,320,7,11,3,
1602,7,2326.802011017478,-20,0,2,5.279795151948929,48,325,6,15,4,
1603,7,2623.615837431499,105,1,4,5.412415644526481,57,312,12,11,6,
1604,9,3066.8563730421147,115,1,12,5.655636184215545,120,248,13,7,10,
1605,4,-1664.3195946156557,-20,0,2,6.581067551573118,22,366,3,5,2,
1606,8,2551.730573906758,100,1,5,6.3129900840918225,81,286,14,8,9,
1607,4,1773.7210220244115,110,1,11,5.425470223824183,25,363,0,7,3,
1608,8,-494.48989786223814,-20,0,4,6.042253842353821,82,289,9,9,9,
1609,9,2000.1097473258446,100,1,21,5.993154810269673,114,254,11,13,6,
1610,10,2618.1915286725393,-20,0,8,5.913482440114021,146,225,13,8,6,
1611,5,1367.2714757901254,-20,0,8,5.841482964555422,46,343,1,2,6,
1612,2,1338.8236582690702,110,1,8,6.266939725180467,16,378,0,3,1,
1613,9,3027.323811900569,105,1,9,5.577154424587886,101,256,19,8,14,
1614,6,2620.1235544347087,100,1,6,5.016746980349223,62,321,8,3,4,
1615,6,2508.2825630984576,105,1,15,6.384594257473946,66,313,5,8,6,
1616,4,1642.708662443591,100,1,9,5.846703994671504,31,362,2,0,3,
1617,3,1814.0909070753128,-20,0,4,5.824450746178627,13,378,3,2,2,
1618,10,1365.404536217883,-20,0,5,5.810483771264553,150,221,14,6,7,
1619,6,2985.9984012378495,100,1,6,6.195423108736674,67,321,5,4,1,
1620,9,2564.4164064012784,120,1,14,5.50961174984773,112,261,7,9,9,
1621,10,3270.0451903994895,100,1,11,6.062489161789418,143,226,13,6,10,
1622,7,174.32929922099277,-20,0,18,5.613601713379224,63,317,3,8,7,
1623,8,2721.9665662095185,100,1,11,5.90853417813778,83,295,6,7,7,
1624,8,2841.1350045072777,-20,0,33,5.814147148430347,85,283,10,11,9,
1625,8,2649.277251148163,100,1,7,6.009365573326747,76,281,16,12,13,
1626,10,2393.1902532104864,100,1,26,6.173115127086639,144,223,15,8,8,
1627,4,2092.138261516171,-20,0,7,5.846448555290699,23,364,2,4,5,
1628,4,749.6762966887413,-20,0,9,5.27339285761118,22,366,2,7,1,
1629,4,2170.6825597389616,105,1,12,5.416859585444133,28,363,2,4,1,
1630,9,131.41557527429356,105,1,17,5.311033961574236,110,256,15,9,8,
1631,6,-840.5917111803132,-20,0,16,5.173357334136963,59,318,5,10,6,
1632,6,-148.59274521142075,-20,0,4,5.412430291175842,56,320,8,8,6,
1633,7,2712.66157554351,-20,0,14,5.632325160006682,54,327,9,6,2,
1634,9,2251.5359689038673,-20,0,13,5.299877788722515,116,260,3,12,7,
1635,5,2218.422233497764,-20,0,35,6.132903667092323,46,337,5,7,3,
1636,5,2583.4623786902735,105,1,9,6.664327029585838,45,345,4,2,2,
1637,10,1449.7842821593317,-20,0,3,6.112821844418844,148,226,13,4,7,
1638,10,3341.7484212429476,105,1,17,5.265592543284098,143,225,16,6,8,
1639,9,1240.1168576085145,100,1,19,5.4416453818480175,113,266,6,7,6,
1640,5,2157.9073137542364,100,1,4,4.8529487089316055,46,339,3,6,4,
1641,6,2194.3737696331345,100,1,13,6.155447728633881,64,320,6,4,4,
1642,5,1297.3758655062995,100,1,13,4.99761471192042,44,344,2,4,4,
1643,4,2238.8797189540905,100,1,6,5.615295694271723,17,368,4,5,4,
1644,8,1878.590081725447,-20,0,2,6.058920377294222,82,292,8,10,6,
1645,8,681.6975123882412,-20,0,2,5.736757929921151,85,289,9,7,8,
1646,3,1842.3219172812778,115,1,10,5.391465960542361,14,377,1,5,1,
1647,10,2407.3878496331363,105,1,6,5.955033353964487,139,228,9,13,9,
1648,10,1395.6018496462218,-20,0,9,5.827180267175039,145,226,13,8,6,
1649,10,2875.981787505359,100,1,24,5.303425396680832,156,220,9,7,6,
1650,9,2877.7384404588597,100,1,7,5.51301364282767,103,257,16,9,13,"[2.1464200019836426, 2.4524037837982178, 2.394116163253784, 25.7301082611084, 25.339336395263672, 2.696720600128174, 3.238842487335205, 2.6169700622558594, 2.032090663909912, 19.587448120117188, 14.540383338928223, 1.5380420684814453, 2.7719264030456543, 2.290503740310669, 13.872562408447266, 2.053713798522949, 2.6261823177337646, 2.6996521949768066, 2.2815322875976562, 2.2713623046875, 3.615628480911255, 18.595096588134766, 14.980481147766113, 9.95034408569336, 2.2092690467834473, 2.092574119567871, 2.600517749786377, 3.1622161865234375, 2.2508652210235596, 13.189772605895996, 1.9466276168823242, 2.2725861072540283, 1.7142329216003418, 1.6238123178482056, 2.3932814598083496, 2.2800002098083496, 11.511809349060059, 2.7651209831237793, 2.1726067066192627, 1.8093925714492798, 13.784316062927246, 8.40135383605957, 1.15421724319458, 2.094031810760498, 2.533963680267334, 15.781274795532227, 2.0966248512268066, 2.025571346282959, 1.6250927448272705, 1.5965898036956787, 1.5263820886611938, 2.161863088607788, 2.069674491882324, 2.1420464515686035, 2.2862491607666016, 1.5617082118988037, 3.132324457168579, 2.857236385345459, 1.661144733428955, 1.9387083053588867, 2.4397058486938477, 2.9456558227539062, 13.127288818359375, 44.765838623046875, 3.305037498474121, 2.7007837295532227, 1.860756278038025, 2.2513585090637207, 2.598806858062744, 2.128324031829834, 1.7962985038757324, 2.1395063400268555, 23.919055938720703, 1.5839511156082153, 2.2850213050842285, 35.17698669433594, 2.642711639404297, 1.6633615493774414, 2.5652308464050293, 11.390252113342285, 1.5766509771347046, 1.9520372152328491, 1.5361392498016357, 2.4816503524780273, 2.0753226280212402, 2.8408150672912598, 1.9135664701461792, 1.9041494131088257, 2.11566162109375, 1.6693992614746094, 1.5960429906845093, 33.45090866088867, 1.881681203842163, 3.1736838817596436, 18.17141342163086, 2.589212656021118, 13.968907356262207, 15.061779022216797, 13.901735305786133, 1.4353134632110596, 2.343846321105957, 2.0494675636291504, 14.356945037841797, 2.324031352996826, 2.3551902770996094, 3.31600284576416, 2.2127556800842285, 2.8006930351257324, 3.1679787635803223, 1.9250030517578125, 1.9770829677581787, 2.5468902587890625, 2.7260661125183105, 18.03767204284668, 2.5529284477233887, 2.088730812072754, 14.065876007080078, 2.359522581100464, 2.0429234504699707, 2.057858943939209, 1.8651561737060547, 1.7417372465133667, 2.500868320465088, 1.3967803716659546, 1.973332166671753, 11.150778770446777, 2.3153481483459473, 3.434300184249878, 2.566384792327881, 2.185912609100342, 2.7443013191223145, 1.9645134210586548, 2.1618876457214355, 1.7860143184661865, 13.798120498657227, 2.304962158203125, 13.640409469604492, 56.98085021972656, 2.0092642307281494, 2.996448278427124, 2.543703079223633, 2.5079729557037354, 2.588909864425659, 1.9857975244522095, 2.288846969604492, 1.8155832290649414, 1.4153907299041748, 15.92190170288086, 1.9399912357330322, 1.51424241065979, 2.1371288299560547, 2.8419880867004395, 1.833044409751892, 2.254129648208618, 1.749549150466919, 2.1370291709899902, 2.5531113147735596, 2.1244285106658936, 2.110372304916382, 13.249347686767578, 1.628786563873291, 13.671335220336914, 1.5315911769866943, 2.0249381065368652, 2.3770766258239746, 11.422297477722168, 1.5089223384857178, 2.034165382385254, 2.4676060676574707, 2.7080633640289307, 11.292028427124023, 1.6594618558883667, 1.991804599761963, 1.900245189666748, 2.8195595741271973, 1.3992596864700317, 2.78245210647583, 14.070374488830566, 3.4933834075927734, 2.0712451934814453, 1.8847696781158447, 1.8137471675872803, 2.327728271484375, 2.695598602294922, 2.126978635787964, 2.3827874660491943, 2.857999801635742, 2.815145492553711, 18.316835403442383, 1.781907320022583, 2.136894464492798, 2.871201992034912, 2.552157402038574, 2.167494773864746, 3.4339146614074707, 10.957160949707031, 2.622133255004883, 2.211002826690674, 2.8989665508270264, 3.314791679382324, 12.732039451599121, 2.259596347808838, 14.48913288116455, 2.1184144020080566, 1.7488789558410645, 2.1234774589538574, 2.882795810699463, 2.135171890258789, 1.694530725479126, 1.6673688888549805, 1.9576460123062134, 1.8923102617263794, 3.0336718559265137, 2.3608174324035645, 2.491377353668213, 1.9131488800048828, 24.61011505126953, 2.149399757385254, 30.1534366607666, 2.024540424346924, 2.3583319187164307, 2.0142502784729004, 1.944711685180664, 14.815673828125, 1.8709640502929688, 2.4035427570343018, 2.3206214904785156, 1.8044991493225098, 2.7318432331085205, 1.6172535419464111, 2.5669562816619873, 1.5447158813476562, 2.098325729370117, 2.2465336322784424, 2.436669111251831, 2.2198486328125, 23.940933227539062, 2.3628034591674805, 2.6135475635528564, 2.9698262214660645, 1.4605278968811035, 1.505314588546753, 1.8910367488861084, 1.441678762435913, 2.2986817359924316, 2.483168363571167, 2.529026985168457, 2.6680946350097656, 2.7265701293945312, 13.49596881866455, 2.3484911918640137, 7.925272464752197, 2.2773241996765137, 2.116992950439453, 24.488508224487305, 2.0122532844543457, 1.8362435102462769, 2.401571750640869, 2.5586047172546387, 1.8657875061035156, 30.19405746459961, 2.7558999061584473, 2.6382369995117188, 2.3218495845794678, 2.4174747467041016, 2.3005948066711426, 2.22678804397583, 13.952314376831055, 1.9444489479064941, 2.260375499725342, 2.92014479637146, 2.2365617752075195, 3.9832916259765625, 1.6850764751434326, 1.5392049551010132, 2.7348198890686035, 2.6131439208984375, 19.908912658691406, 2.4920077323913574, 15.203056335449219, 2.520566940307617, 13.298928260803223, 2.479264736175537, 3.073047399520874, 2.25434947013855, 2.4772396087646484, 14.789870262145996, 2.3034615516662598, 2.2258224487304688, 1.975066900253296, 2.1140921115875244, 29.20299530029297, 2.4344496726989746, 2.0909171104431152, 3.209101438522339, 2.0215654373168945, 13.337531089782715, 2.118168592453003, 14.05633544921875, 13.677343368530273, 14.901544570922852, 2.189541816711426, 1.509743094444275, 1.90951406955719, 2.4840803146362305, 1.9819388389587402, 1.9286186695098877, 11.744985580444336, 2.953386068344116, 2.4038307666778564, 8.230294227600098, 2.5234835147857666, 12.772750854492188, 2.8226802349090576, 1.7600029706954956, 22.871679306030273, 2.67683744430542, 2.5325934886932373, 2.146421194076538, 15.294628143310547, 2.201138734817505, 2.1303629875183105, 2.316389799118042, 2.8931686878204346, 2.151555299758911, 11.127510070800781, 14.626252174377441, 3.024406909942627, 2.340285301208496, 1.8914905786514282, 1.7655868530273438, 3.9094977378845215, 2.0299088954925537, 2.288663148880005, 2.7061262130737305, 1.9963324069976807, 2.4012064933776855, 2.8252038955688477, 14.54664134979248, 13.806116104125977, 2.7915709018707275, 2.3365659713745117, 2.444161891937256, 2.3415303230285645, 2.675229549407959, 3.691972255706787, 2.3768301010131836, 2.150324821472168, 1.387242078781128, 2.6364974975585938, 2.6018877029418945, 1.9737740755081177, 3.9699816703796387, 35.28357696533203, 2.1761868000030518, 1.2417699098587036, 14.983748435974121, 1.684004545211792, 1.88716721534729, 2.7458884716033936, 2.3579607009887695, 1.9144492149353027, 2.5584795475006104, 1.8250250816345215, 13.471901893615723, 2.2879860401153564, 2.883305549621582, 2.4435276985168457, 1.7861456871032715, 1.9763771295547485, 1.3939530849456787, 1.8791563510894775, 2.8579299449920654, 30.379898071289062, 2.0944299697875977, 2.1938633918762207, 1.872296690940857, 22.443830490112305, 2.3809211254119873, 44.671504974365234, 1.9005730152130127, 13.916401863098145, 13.818382263183594, 2.357661485671997, 24.385173797607422, 2.9181737899780273, 3.0809834003448486, 2.5508081912994385, 1.978928804397583, 2.925468921661377, 2.0222301483154297, 2.6417336463928223, 11.028247833251953, 1.5819674730300903, 2.3595337867736816, 2.033125877380371, 1.9358272552490234, 2.0641934871673584, 2.7268142700195312, 20.197505950927734, 29.382490158081055, 13.842671394348145, 2.03485107421875, 1.6014076471328735, 13.33541202545166, 2.818765640258789, 2.204080104827881, 2.134631633758545, 2.08480167388916, 8.918683052062988, 2.5569097995758057, 13.819456100463867, 1.568310260772705, 1.93095064163208, 2.002838611602783, 13.103120803833008, 2.8155412673950195, 2.7471413612365723, 2.514406204223633, 1.7549140453338623, 2.79616641998291, 26.00004005432129, 2.523221969604492, 2.31992244720459, 13.329792976379395, 2.6254167556762695, 2.2639615535736084, 1.4811924695968628, 2.2007527351379395, 8.82150650024414, 8.938915252685547, 2.3796207904815674, 2.3541975021362305, 24.243972778320312, 2.2249014377593994, 2.004545211791992, 2.870870351791382, 24.078489303588867, 2.7902121543884277, 3.5414581298828125, 2.115450859069824, 2.4382143020629883, 2.7454562187194824, 2.4762887954711914, 1.543892741203308, 25.545148849487305, 8.824673652648926, 1.6036005020141602, 1.508001685142517, 13.05117130279541, 1.7341258525848389, 1.8708380460739136, 1.949070692062378, 3.9474143981933594, 2.076709508895874, 13.218570709228516, 3.2262678146362305, 1.4952871799468994, 2.3943824768066406, 2.2210068702697754, 35.04689025878906, 2.511502504348755, 2.300142765045166, 1.4891446828842163, 2.693011522293091, 2.2849392890930176, 1.7102911472320557, 29.938228607177734, 2.517983913421631, 1.8850445747375488, 1.6363985538482666, 18.20865821838379, 1.8434964418411255, 13.273530006408691, 1.8294613361358643, 3.2345542907714844, 1.6387897729873657, 2.813840627670288, 2.7568366527557373, 2.740354061126709, 2.00370717048645, 2.077146530151367, 14.428434371948242, 13.196624755859375, 1.6711182594299316, 1.55611252784729, 2.6612212657928467, 2.363746166229248, 2.201054573059082, 2.1032750606536865, 1.8532450199127197, 20.54775619506836, 2.111879348754883, 2.410463333129883, 14.543122291564941, 23.978931427001953, 2.304375171661377, 1.307344913482666, 1.988295316696167, 1.9195822477340698, 22.277259826660156, 2.491847038269043, 3.1153130531311035, 3.192974090576172, 43.948490142822266, 13.699081420898438, 2.8543779850006104, 2.149840831756592, 14.338987350463867, 2.4851784706115723, 2.247528553009033, 2.246342658996582, 24.630380630493164, 2.5721545219421387, 2.259474277496338, 11.9462890625, 2.7804019451141357, 2.6510496139526367, 2.8406765460968018, 2.2459146976470947, 1.932252287864685, 2.2155823707580566, 44.348846435546875, 2.6932015419006348, 1.7144767045974731, 2.2264909744262695, 14.239326477050781, 16.203506469726562, 2.2140698432922363, 2.8305532932281494, 2.000979423522949, 2.1985325813293457, 1.8390960693359375, 1.81976318359375, 1.8845046758651733, 1.3790525197982788, 42.57807922363281, 1.3861439228057861, 2.2191970348358154, 1.742713212966919, 2.049243688583374, 2.350522518157959, 1.7645106315612793, 2.2118000984191895, 2.2295522689819336, 1.724761724472046, 1.656534194946289, 1.988269329071045, 1.6342055797576904, 2.526447296142578, 1.8391296863555908, 15.81446647644043, 15.136622428894043, 1.8495354652404785, 1.5451090335845947, 1.7991694211959839, 2.1637930870056152, 2.2338063716888428, 2.284608840942383, 1.8709170818328857, 12.58999252319336, 1.8081116676330566, 1.863616943359375, 2.5581564903259277, 1.7807130813598633, 1.8868603706359863, 2.5218052864074707, 2.2884960174560547, 2.498713493347168, 1.95967698097229, 1.8245885372161865, 1.8277835845947266, 13.539627075195312, 34.99872589111328, 2.131242036819458, 1.5436309576034546, 1.8102362155914307, 2.1397600173950195, 2.253173828125, 2.508387804031372, 2.340768814086914, 1.5672537088394165, 1.7539145946502686, 2.275022268295288, 2.297837257385254, 2.3611907958984375, 1.9372773170471191, 1.8942439556121826, 2.0707099437713623, 2.218458652496338, 2.0316965579986572, 27.24392318725586, 1.9891865253448486, 1.9786326885223389, 1.6781734228134155, 1.8942949771881104, 14.785314559936523, 1.8814263343811035, 2.429069995880127, 2.5846543312072754]"
1651,8,1507.9331148653775,-20,0,2,5.700872652331988,84,299,6,5,4,
1652,10,2.466894767251233,105,1,12,5.4472009114424385,152,219,17,6,4,
1653,7,1708.8566615260124,105,1,15,5.631872620781262,51,317,7,14,9,
1654,7,2151.019826652818,105,1,12,5.386109468340874,64,311,11,8,4,
1655,3,1809.414685959038,-20,0,6,5.741451138655345,13,380,1,2,2,
1656,8,3440.9294929497805,-20,0,8,4.893684831261635,89,296,4,5,4,
1657,7,2075.533265210834,100,1,21,5.1401750230789185,66,321,4,3,4,
1658,5,2653.6862051359035,100,1,11,5.638959097067515,49,340,3,3,3,
1659,10,2819.545267742142,-20,0,27,5.561406860748927,144,210,21,11,12,
1660,8,1242.216132416649,-20,0,3,6.050199947754542,66,297,16,11,8,
1661,10,2247.6668437625917,-20,0,6,5.470798394382,148,220,12,11,7,
1662,8,2811.4921686788516,100,1,10,6.265184666911761,89,287,8,9,5,
1663,9,2769.6604846549812,-20,0,5,6.382209158539772,113,263,10,6,6,
1664,7,3175.4457556832504,100,1,11,5.985545308788617,52,322,10,6,8,
1665,6,2444.16959817012,100,1,15,5.830414915084839,60,323,6,5,4,
1666,8,3221.758930293557,110,1,18,5.819653681119283,89,292,6,6,5,
1667,9,2332.1377936417653,100,1,32,6.025493513643742,107,255,22,7,7,
1668,9,9.088402376531288,-20,0,3,5.747326249678929,106,258,19,4,11,
1669,7,1738.4034710693973,-20,0,25,5.183304036855698,64,316,7,6,5,
1670,5,1061.7703762177684,100,1,11,6.55110701461633,51,340,3,0,4,
1671,8,2081.5411259871885,-20,0,15,5.231692838271459,78,286,15,11,8,
1672,10,2548.5704556167098,100,1,24,5.956245477994283,140,217,21,11,9,
1673,6,2543.439397545462,105,1,16,6.320935557881991,62,319,5,8,4,
1674,2,2001.2037723287167,100,1,10,6.0543852992852525,16,377,1,2,2,
1675,10,2833.976560005503,-20,0,11,6.1255917815367384,138,217,23,8,12,
1676,6,2435.4369598645253,100,1,11,6.0335828461249665,63,325,6,2,2,
1677,10,-976.1228496783745,-20,0,4,5.52867512534062,150,226,5,8,9,
1678,8,2397.9521695360163,110,1,24,6.626879723072052,76,291,14,8,9,
1679,3,1791.1255496078813,130,1,11,5.7382458384831745,10,381,1,5,1,
1680,6,-269.9834833945032,-20,0,7,5.778626866936683,59,317,8,8,6,
1681,9,-243.86914559474252,-20,0,5,5.406671439409256,115,262,10,7,4,
1682,10,1681.7031731089562,-20,0,3,4.844853051106135,143,217,17,14,7,
1683,7,2200.6030008011003,-20,0,7,5.889068759481112,61,315,11,3,8,
1684,5,2533.986995349519,100,1,8,5.847219924728075,41,344,4,7,2,
1685,9,2328.0165218596103,100,1,21,5.508862743576367,117,259,8,9,5,
1686,5,2981.886548574932,105,1,8,5.723483987649282,45,342,3,6,2,
1687,7,-447.936315169878,-20,0,5,6.025144914984703,69,318,5,2,4,
1688,6,2532.614038677075,100,1,4,6.564694313804309,66,320,3,4,5,
1689,4,1842.0378312668004,110,1,14,6.076314998070399,26,365,1,5,1,
1690,10,2812.2472237544935,-20,0,5,5.651551224986712,140,224,16,7,11,
1691,10,-286.0127388513628,-20,0,21,6.191935318112374,141,213,21,10,13,
1692,9,2731.009998395356,100,1,9,6.034208819667498,123,259,4,7,5,
1693,9,2757.999930764622,-20,0,5,5.74234924018383,118,253,9,10,8,
1694,5,2452.7660294328516,-20,0,7,5.953893469969431,46,344,2,4,2,
1695,1,2235.865567570927,100,1,5,5.6907209595044455,4,394,0,0,0,
1696,7,2284.4719915114124,110,1,8,6.6814722742637,65,316,2,9,6,
1697,7,2417.09894358384,-20,0,4,6.125562909046809,65,315,6,6,6,
1698,8,-616.8996655500673,-20,0,22,6.5617200501759845,81,291,10,10,6,
1699,7,2959.574285048361,105,1,19,6.142001413901647,63,316,9,7,3,
