episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy
66,1,1820.1000000000085,100,1,2,4.447450964450836,1,391,4,1,1
67,1,1001.0999999999968,100,1,2,4.491489730874697,2,393,1,0,2
68,1,1173.6999999999985,-20,0,3,4.400527975360553,1,392,3,2,0
69,1,1492.4000000000049,110,1,6,4.808296900788943,1,392,1,3,1
70,1,403.39999999999964,-20,0,1,4.774209549824397,1,395,1,1,0
71,1,1155.799999999998,115,1,8,4.833219331701597,1,392,1,3,1
72,1,1179.5000000000014,110,1,3,4.682059499422709,3,392,1,2,0
73,1,536.0999999999991,-20,0,17,4.8007713423172635,1,393,1,2,1
74,1,1322.900000000007,105,1,2,4.784263424078623,1,392,1,1,3
75,1,1257.700000000001,100,1,4,4.806297426025073,3,393,1,1,0
76,1,1070.199999999997,105,1,3,4.758654745817185,3,391,2,2,0
77,1,1099.599999999998,105,1,6,5.104485697547594,2,391,3,1,1
78,1,688.799999999995,-20,0,2,4.897325565417607,1,392,2,1,2
79,1,687.9999999999981,-20,0,1,4.794896428982417,1,394,1,1,1
80,1,-131.2000000000021,-20,0,3,4.672127452691396,1,392,2,0,3
81,1,479.99999999999636,100,1,3,4.798782164851825,0,393,0,0,5
82,1,450.09999999999627,-20,0,1,4.871262036363284,0,395,0,1,2
83,1,-30.399999999999338,-20,0,1,4.788217475414276,3,392,1,0,2
84,1,508.0999999999975,-20,0,1,4.648804719845454,1,393,2,0,2
85,1,1294.5000000000002,120,1,8,4.652017238934834,1,391,0,5,1
86,1,931.4999999999958,100,1,2,4.9000652046998345,4,393,0,1,0
87,1,818.8999999999958,105,1,4,4.883018881082535,0,391,2,2,3
88,1,1079.799999999996,-20,0,2,4.957760840654373,0,392,4,1,1
89,1,430.099999999997,100,1,5,4.7448787814378734,2,393,0,1,2
90,1,390.2999999999979,-20,0,2,4.786212151845296,1,394,1,2,0
91,1,1282.4000000000015,105,1,4,4.629275112748146,1,392,1,1,3
92,1,1255.5999999999976,100,1,4,5.078933373490969,2,394,0,1,1
93,1,27.99999999999944,100,1,5,4.883916682203611,0,392,2,2,2
94,1,743.599999999995,-20,0,1,4.974774461388588,2,393,2,0,1
95,1,952.3999999999951,105,1,3,5.13794840991497,2,391,0,2,3
96,1,-117.80000000000085,-20,0,3,4.939688507715861,2,392,2,0,2
97,1,446.1999999999956,-20,0,5,4.932165938417117,3,393,0,2,0
98,1,132.79999999999836,-20,0,4,5.132424974441529,2,392,3,0,1
99,1,-26.200000000002067,-20,0,5,5.068393450776736,1,393,0,0,4
100,1,-547.9000000000045,105,1,5,5.182001783450445,3,391,2,2,0
101,1,907.9999999999962,100,1,5,5.551970235705376,1,393,1,1,2
102,1,679.8999999999962,100,1,2,5.442191135088603,0,393,2,1,2
103,1,1916.200000000009,105,1,4,5.794364535411199,2,393,1,1,1
104,1,1253.9999999999968,110,1,6,5.523423088391622,2,393,0,2,1
105,1,671.299999999995,-20,0,3,5.929531576633454,2,391,4,0,1
106,1,711.2999999999979,-20,0,5,5.872093904614449,0,392,2,2,2
107,1,525.5999999999999,100,1,4,5.731489889621734,4,392,0,2,0
108,1,365.99999999999955,-20,0,2,5.464158322215081,0,393,3,1,1
109,1,932.8999999999959,-20,0,2,5.82641237616539,2,394,0,1,1
110,1,984.5999999999971,105,1,6,5.888819109201432,1,392,1,2,2
111,1,764.1999999999949,115,1,4,5.837226599852244,1,391,0,4,2
112,1,255.89999999999696,100,1,2,5.7979401298364,2,391,3,2,0
113,1,853.7999999999956,-20,0,1,5.666686448256175,2,393,3,0,0
114,1,1052.3999999999967,-20,0,2,5.615668459733327,2,392,2,2,0
115,1,470.0999999999965,105,1,5,5.9705943663914995,1,392,1,3,1
116,1,1286.200000000003,100,1,4,5.904371939102808,0,393,2,1,2
117,1,1120.6000000000017,110,1,4,5.813333957791328,1,391,2,3,1
118,1,1239.2999999999995,100,1,8,5.889025430281957,2,391,1,1,3
119,1,786.3999999999963,-20,0,2,5.423569857676824,1,394,2,1,0
120,1,1532.300000000008,100,1,2,5.32147727449735,1,392,0,2,3
121,1,938.5999999999946,110,1,4,5.445050543745359,2,392,1,3,0
122,1,634.8999999999954,-20,0,1,5.266434096892675,1,395,0,2,0
123,1,1165.7999999999977,105,1,4,5.389234890540441,0,392,2,1,3
124,1,987.3000000000005,100,1,2,5.282720036109288,1,394,2,0,1
125,1,989.4999999999962,-20,0,4,5.3975139657656355,3,393,1,1,0
126,1,168.20000000000067,-20,0,1,5.637336373329163,0,391,2,4,1
127,1,994.799999999996,-20,0,3,5.596459815104803,1,391,4,1,1
128,1,766.8999999999965,100,1,2,5.669832408030828,1,393,0,2,2
129,1,756.3999999999959,100,1,2,5.740748088359833,2,394,0,1,1
130,1,431.49999999999557,100,1,2,5.664782814582189,1,392,3,1,1
131,1,1915.10000000001,-20,0,3,5.796514403422673,2,392,3,0,1
132,1,1141.7999999999952,100,1,3,5.561072079340617,1,394,2,1,0
133,1,794.2999999999956,-20,0,2,5.7125707205136615,0,395,1,1,1
134,1,862.8999999999963,105,1,5,5.851540445884069,2,393,1,1,1
135,1,1393.000000000005,100,1,7,5.697223629554113,3,393,0,0,2
136,1,1853.4000000000021,100,1,2,5.9933316441377,2,393,2,1,0
137,1,1558.3000000000036,100,1,2,5.622116589546204,3,391,1,1,2
138,1,1312.6999999999994,100,1,5,6.065312949816386,3,391,0,1,3
139,1,918.9999999999959,-20,0,2,5.625330422123273,1,394,2,1,0
140,1,478.99999999999864,-20,0,1,5.340178822477658,0,395,2,1,0
141,1,1604.9000000000124,-20,0,4,5.647640104691187,2,394,0,1,1
142,1,1057.6000000000038,-20,0,17,5.706385702292124,2,394,0,2,0
143,1,-28.199999999999882,100,1,5,5.702891273498535,5,392,0,1,0
144,1,653.3999999999977,-20,0,2,5.658754498958587,0,393,1,4,0
145,1,1230.8000000000063,110,1,4,5.8397434027989705,0,392,3,3,0
146,1,1365.3000000000006,-20,0,5,5.936949713627498,3,392,2,1,0
147,1,1021.5999999999962,105,1,4,6.189891690413157,2,392,1,1,2
148,1,52.19999999999905,-20,0,1,6.299843748013179,2,393,3,0,0
149,1,1279.8999999999983,-20,0,1,6.404097727934519,1,391,5,0,1
150,1,814.4999999999976,-20,0,4,6.6281864949067435,2,391,2,3,0
151,1,1541.9000000000092,-20,0,2,6.1709101895491285,1,393,1,3,0
152,1,1696.7000000000119,105,1,4,6.59880565961202,1,394,1,2,0
153,1,1472.8000000000068,100,1,2,6.301638331015905,2,392,2,1,1
154,1,925.7999999999961,-20,0,5,6.123529600302378,0,392,0,3,3
155,1,1530.4000000000065,-20,0,5,6.516722021897634,0,392,1,3,2
156,1,994.4999999999952,-20,0,2,6.848121804793676,1,393,2,2,0
157,1,249.50000000000068,100,1,4,7.06331117828687,3,393,0,0,2
158,1,1419.2000000000035,-20,0,1,6.638101305564245,0,392,3,1,2
159,1,307.20000000000033,100,1,5,6.575706394513448,1,392,1,1,3
160,1,943.1999999999977,100,1,2,6.370168877045313,1,392,1,2,2
161,1,697.3999999999975,105,1,4,6.716710668007533,0,392,1,2,3
162,1,946.6999999999963,-20,0,1,7.028153510888417,0,392,4,2,0
163,1,1979.0000000000068,100,1,2,6.768962041536967,3,392,1,0,2
164,1,1101.5999999999954,105,1,6,6.657737294236819,2,392,1,2,1
165,1,918.899999999996,100,1,3,6.6532767868041995,0,394,2,2,0
166,1,1457.000000000006,-20,0,1,6.551217372814814,0,393,1,3,1
167,1,459.499999999996,105,1,5,6.274653599262238,0,392,2,2,2
168,1,1552.0000000000036,110,1,7,6.648376306692759,0,391,1,2,4
169,1,1095.5999999999995,110,1,10,6.468462361097336,2,392,1,2,1
170,1,-94.60000000000093,-20,0,1,6.342301286856333,2,393,2,1,0
171,1,773.6999999999963,-20,0,5,6.482651536464691,2,392,2,1,1
172,1,522.2999999999997,100,1,4,6.393626168568929,2,391,2,0,3
173,1,834.3999999999963,100,1,3,6.497782618204752,0,393,1,1,3
174,1,1193.499999999999,-20,0,1,6.78105718255043,0,392,3,1,2
175,1,769.5999999999972,-20,0,1,6.6371487601598105,0,393,2,1,2
176,1,1506.4000000000035,100,1,2,6.6520009581247965,0,394,1,1,2
177,1,876.2999999999959,100,1,3,6.958412523667017,4,392,0,0,2
178,1,1211.1000000000008,105,1,5,6.948075768550237,2,392,1,2,1
179,1,669.7999999999947,100,1,3,6.6182827051480615,2,393,2,0,1
180,1,1491.700000000002,100,1,2,6.60798455397288,0,393,2,1,2
181,1,489.39999999999804,100,1,4,6.572006585597992,1,395,0,1,1
182,1,1207.7999999999972,105,1,4,6.913429665962855,1,392,1,4,0
183,1,-144.89999999999924,-20,0,1,6.4461224714914955,1,392,3,1,1
184,1,1559.5000000000027,100,1,2,6.691669471263886,0,393,3,1,1
185,1,1066.299999999998,100,1,5,6.593818921248118,1,393,0,1,3
186,1,1081.9999999999952,105,1,2,6.503513331810633,2,392,2,1,1
187,1,552.299999999998,105,1,5,6.636131292581558,0,392,1,3,2
188,1,438.6999999999983,100,1,4,6.465928703546524,3,391,2,0,2
189,1,1293.3000000000056,100,1,2,6.380163467725118,1,392,1,1,3
190,1,1203.9000000000015,105,1,4,6.65531267285347,2,394,0,1,1
191,1,1184.7000000000066,-20,0,3,6.380953860282898,1,393,1,1,2
192,1,1321.3999999999992,100,1,3,6.092300758361817,0,392,2,3,1
193,1,1067.699999999996,105,1,4,6.779283142884572,2,392,1,2,1
194,1,376.0999999999981,100,1,3,6.792287753820419,3,393,0,1,1
195,1,646.2999999999987,-20,0,1,6.77137923836708,1,394,1,1,1
196,1,1310.0000000000011,-20,0,3,6.710440186659495,2,392,2,2,0
197,1,1275.800000000008,-20,0,2,6.777056759198507,0,393,2,1,2
198,1,-104.69999999999911,110,1,5,6.669662346045176,1,393,0,2,2
199,1,2483.0000000000123,100,1,2,6.685200001001358,2,392,1,0,3
200,2,1739.9333333333373,100,1,6,7.2286628723144535,12,378,4,0,4
201,2,316.9999999999993,-20,0,1,7.553037919600805,9,384,1,3,1
202,2,1492.2000000000053,100,1,4,8.405774086713791,9,380,2,3,4
203,2,815.3999999999991,-20,0,2,8.898444550434748,9,381,4,2,2
204,2,1641.8000000000086,105,1,6,9.82127407948176,12,383,0,1,2
205,2,1543.7000000000048,100,1,2,10.005524642467499,8,381,2,1,6
206,2,1843.300000000008,105,1,4,10.781024659077326,7,380,3,2,6
207,2,96.49999999999986,-20,0,2,10.767134393056233,9,381,4,3,1
208,2,999.699999999995,-20,0,8,10.486952019532522,11,382,1,1,3
209,2,1217.3000000000072,-20,0,33,10.780705949465434,12,381,1,0,4
210,2,1709.900000000006,-20,0,1,10.616791761716208,7,382,3,3,3
211,2,1010.4333333333285,-20,0,3,11.032198234399159,10,381,4,2,1
212,2,1433.5000000000057,100,1,2,10.699114866256714,11,377,5,2,3
213,2,1149.933333333334,-20,0,17,10.703527847131094,10,382,5,0,1
214,2,1693.0000000000057,100,1,2,10.35570054769516,9,380,4,2,3
215,2,2099.000000000014,-20,0,17,10.124919584592183,11,382,1,3,1
216,2,1798.833333333343,110,1,6,10.462004777590433,11,380,2,3,2
217,2,848.3999999999974,105,1,3,10.06409770568212,14,379,0,2,3
218,2,1443.200000000006,100,1,2,9.376540491978327,9,381,4,3,1
219,2,520.0999999999988,105,1,4,9.261527233918509,11,378,4,4,1
220,2,1572.2333333333358,-20,0,42,9.116714206933976,8,380,5,4,1
221,2,1786.6000000000088,115,1,12,8.395326670408249,11,379,1,5,2
222,2,1075.8999999999949,100,1,7,8.406851892471314,13,376,5,2,2
223,2,1392.5000000000034,-20,0,7,8.128242973883946,8,381,4,2,3
224,2,1521.000000000007,-20,0,47,7.913249798218409,11,376,3,4,4
225,2,1474.5333333333397,110,1,8,8.098572775920232,13,376,3,5,1
226,2,2159.900000000008,100,1,2,8.173102712233861,14,377,2,3,2
227,2,968.9999999999953,105,1,4,8.363162978490193,8,383,2,4,1
228,2,1930.7000000000078,-20,0,10,7.738977528810501,16,378,4,0,0
229,2,1655.900000000007,100,1,14,7.94093497077624,10,379,3,1,5
230,2,1054.9333333333304,-20,0,11,7.751738332907359,11,380,3,2,2
231,2,1713.8000000000059,115,1,10,7.609606014092763,10,377,1,7,3
232,2,1863.4000000000074,100,1,4,7.333899534145991,11,380,3,0,4
233,2,1270.1000000000038,-20,0,3,7.861902904510498,9,383,3,2,1
234,2,1950.400000000007,110,1,4,7.715661572217941,8,379,3,6,2
235,2,1918.5000000000068,105,1,3,7.374990660349528,9,380,2,5,2
236,2,807.599999999997,-20,0,1,7.127431488831838,8,384,4,2,0
237,2,2290.8000000000106,105,1,2,7.810709861516952,11,379,2,3,3
238,2,1403.0000000000039,100,1,8,7.642301596800486,11,380,3,1,3
239,2,2213.1333333333455,105,1,10,7.11985268831253,11,380,1,2,4
240,2,1084.3999999999999,110,1,6,7.523374630212784,10,382,0,3,3
241,2,1966.3000000000093,100,1,5,7.2741862193743385,13,376,0,3,6
242,2,1849.3000000000054,100,1,2,7.376348241964976,10,381,3,1,3
243,2,1528.8666666666732,-20,0,17,7.48660281419754,10,381,1,4,2
244,2,1187.2000000000062,100,1,3,7.186143989960352,13,379,3,1,2
245,2,1947.066666666673,105,1,7,7.560326589743297,12,378,2,3,3
246,2,449.09999999999593,-20,0,33,7.230909990866979,12,380,3,1,2
247,2,306.3999999999969,-20,0,2,7.6295892866452535,8,381,6,2,1
248,2,1563.3000000000093,105,1,3,7.188481794993082,11,379,0,3,5
249,2,2153.300000000011,100,1,9,7.51926440914472,15,378,0,3,2
250,2,1164.499999999997,105,1,2,7.24224532365799,9,382,2,3,2
251,2,1709.400000000009,110,1,4,7.60136957804362,11,377,3,4,3
252,2,1444.0000000000011,-20,0,22,7.3106510575612385,9,380,5,3,1
253,2,2095.9000000000083,105,1,2,7.3839666505654655,11,379,4,4,0
254,2,1414.8000000000018,105,1,4,7.513348635435104,11,380,4,2,1
255,2,2302.900000000012,105,1,2,7.189717194239298,8,378,7,3,2
256,2,1480.200000000003,100,1,2,7.6131121230125425,12,381,4,0,1
257,2,1936.500000000007,110,1,15,7.502136657238006,10,380,2,4,2
258,2,1913.2000000000082,-20,0,23,7.529655699729919,10,380,2,3,3
259,2,1808.9666666666726,105,1,7,7.183132305542628,10,377,3,4,4
260,2,2247.400000000011,-20,0,22,7.242495594422023,10,380,3,3,2
261,2,2009.4333333333432,105,1,8,7.52644722700119,10,379,3,3,3
262,2,1876.0000000000064,100,1,5,7.495667957464854,13,377,4,1,3
263,2,717.4999999999966,105,1,13,6.675539223353068,13,380,1,2,2
264,2,1673.9000000000106,-20,0,2,7.47583860039711,9,385,2,1,1
265,2,1293.3999999999985,115,1,9,6.536281075080236,9,380,2,4,3
266,2,2032.9000000000087,-20,0,12,6.937032576799393,12,379,5,1,1
267,2,2054.4000000000096,100,1,4,7.125495331883431,11,379,2,2,4
268,2,1750.0000000000034,100,1,7,7.794364940722783,13,379,3,2,1
269,2,1816.80000000001,-20,0,8,7.2869171496232354,12,379,3,3,1
270,2,1799.0000000000039,105,1,2,7.522427318493525,9,382,2,3,2
271,2,-163.2000000000001,-20,0,2,7.73701872030894,8,381,2,5,2
272,2,1792.6000000000063,-20,0,3,6.8216219699382785,11,378,1,4,4
273,2,1676.4000000000046,100,1,6,7.556717044512431,10,381,1,1,5
274,2,1871.3000000000063,100,1,2,7.220789672931035,12,377,4,3,2
275,2,821.0333333333299,-20,0,4,7.869599961837133,7,384,3,1,3
276,2,2100.300000000008,100,1,5,7.456160215934117,14,383,1,0,0
277,2,1081.666666666666,-20,0,5,7.643735962708791,7,381,1,4,5
278,2,1398.100000000002,105,1,7,7.3685878717899325,13,379,1,2,3
279,2,1623.4000000000046,-20,0,6,6.916936804850896,9,379,6,1,3
280,2,1669.600000000009,-20,0,7,7.685030732154846,13,382,2,0,1
281,2,1350.900000000003,-20,0,2,7.525498566230138,10,380,2,4,2
282,2,1323.9000000000021,-20,0,2,7.251759511232376,14,378,3,2,1
283,2,1747.300000000009,105,1,4,7.225483827193578,15,376,4,2,1
284,2,1014.0999999999971,-20,0,23,7.50517211039861,9,378,7,2,2
285,2,1987.6000000000138,-20,0,22,6.836475453774134,15,377,5,1,0
286,2,1380.300000000003,100,1,4,7.46269211769104,10,382,2,2,2
287,2,845.6333333333322,105,1,6,7.468986953496933,13,378,2,1,4
288,2,1463.8000000000013,-20,0,2,7.5629780546824135,7,384,4,1,2
289,2,1834.8000000000084,-20,0,11,7.3806526052951815,13,379,2,2,2
290,2,2248.3000000000097,105,1,4,7.330026921033859,7,382,2,2,5
291,2,1373.6000000000029,-20,0,5,7.408199778795242,10,380,3,2,3
292,2,1748.0000000000077,110,1,17,6.833484288454056,12,377,5,3,1
293,2,362.39999999999634,-20,0,19,7.253360467354456,14,379,1,2,2
294,2,1068.0999999999988,110,1,19,7.575340444246928,14,378,0,4,2
295,2,1661.5000000000032,115,1,7,7.355648907025655,14,377,2,5,0
296,2,1628.0000000000034,-20,0,2,7.044527714649837,9,381,2,4,2
297,2,1900.5666666666725,-20,0,2,7.210900886456172,11,380,1,0,6
298,2,1990.1000000000115,-20,0,8,7.0819916526476545,10,379,2,3,4
299,2,772.0999999999976,-20,0,5,7.267997886737188,8,380,5,4,1
300,2,1140.8333333333298,-20,0,6,7.4941237258911135,8,382,2,2,4
301,2,1690.7666666666742,100,1,5,7.491580011049907,9,382,2,2,3
302,2,316.39999999999884,-20,0,3,7.970654201110204,10,381,3,2,2
303,2,1681.2000000000012,100,1,3,7.969582814772924,9,384,2,1,2
304,2,1593.1000000000054,105,1,3,7.7709053174654645,11,381,2,3,1
305,2,2019.4000000000106,-20,0,4,7.962763596375783,10,379,5,2,2
306,2,1869.70000000001,100,1,4,8.582790295282999,12,377,4,1,4
307,2,1713.700000000005,105,1,4,7.732892624139786,12,379,2,3,2
308,2,1678.100000000003,105,1,4,7.133935839732488,9,379,6,2,2
309,2,1567.400000000005,-20,0,6,7.1642910873889925,11,379,4,2,2
310,2,1394.3999999999983,100,1,4,7.357125268379847,12,380,4,0,2
311,2,1541.000000000012,-20,0,7,7.388299814462662,10,380,3,3,2
312,2,2268.7000000000126,100,1,3,7.755508161385854,8,381,3,5,1
313,2,693.1999999999962,100,1,4,7.370820388793946,11,382,2,2,1
314,2,1649.7333333333406,105,1,6,8.052438675165176,12,376,3,1,6
315,2,1961.2000000000114,110,1,8,7.919611610571543,12,378,3,3,2
316,2,1491.6000000000106,-20,0,8,7.087402918338776,10,380,5,1,2
317,2,2476.300000000012,-20,0,2,6.858801174163818,9,383,2,4,0
318,2,1028.8333333333292,-20,0,4,7.1906460654735564,9,381,5,1,2
319,2,1052.9999999999968,105,1,5,7.208692708810171,11,379,1,2,5
320,2,1885.700000000006,105,1,13,7.50685401837031,14,378,2,3,1
321,2,2000.400000000006,-20,0,10,7.09894174695015,11,379,2,4,2
322,2,1268.1666666666654,-20,0,2,7.110900044043859,9,379,4,5,1
323,2,358.0999999999985,115,1,4,6.959217758973439,12,379,1,4,2
324,2,1934.3000000000088,100,1,2,7.02207517584165,11,380,4,2,1
325,2,2032.8000000000102,-20,0,4,7.1895194665590925,9,380,3,5,1
326,2,1617.9000000000042,115,1,14,7.3900830547014875,10,378,2,4,4
327,2,2151.000000000009,125,1,12,7.262510658899943,7,382,1,7,1
328,2,1594.600000000003,100,1,2,7.216509861548742,10,379,3,2,4
329,2,1273.7666666666642,-20,0,3,7.093636155128479,11,381,2,4,0
330,2,1800.2000000000096,105,1,2,6.791965833504995,12,378,1,5,2
331,2,1107.9999999999984,110,1,4,7.577666975657145,9,379,0,5,5
332,2,2175.000000000004,100,1,3,7.188864039977392,12,377,5,3,1
333,2,1580.0000000000048,-20,0,2,7.555291654268901,8,383,4,2,1
334,2,1753.9000000000096,-20,0,8,7.166663266817729,8,381,2,6,1
335,2,1580.000000000005,-20,0,6,7.499189383387566,9,378,6,2,3
336,2,1437.5333333333347,105,1,6,7.1429353493452075,13,379,0,3,3
337,2,1600.433333333339,100,1,6,7.2905329942703245,13,378,2,5,0
338,2,1678.900000000008,125,1,18,7.0532002476851146,11,381,0,5,1
339,2,1692.600000000007,100,1,11,6.942976545492808,12,379,1,1,5
340,2,1635.700000000006,120,1,12,7.373473323980967,9,377,4,5,3
341,2,1914.2000000000107,110,1,6,7.449925608237584,13,378,1,4,2
342,2,1647.400000000013,-20,0,1,7.637871463696162,9,381,3,3,2
343,2,1740.666666666674,-20,0,2,7.480387857357661,11,379,1,2,5
344,2,1263.1999999999987,100,1,2,7.441147046486536,10,381,3,0,4
345,2,320.2999999999995,-20,0,4,7.588419633706411,10,382,0,1,5
346,2,1578.7666666666735,-20,0,7,7.415195171435674,8,380,2,5,3
347,2,1939.9000000000085,-20,0,1,7.4187747776508335,7,381,4,4,2
348,2,1291.2000000000007,100,1,8,7.720924237569173,14,377,3,2,2
349,2,2123.00000000001,100,1,7,7.117146211067835,11,380,2,2,3
350,2,1080.1333333333296,-20,0,6,7.251605701843897,7,381,5,4,1
351,2,2126.0333333333415,105,1,6,7.514745991627375,11,380,3,2,2
352,2,1516.733333333341,110,1,8,7.433868919213613,10,379,0,3,6
353,2,1540.000000000002,115,1,10,7.669211366971334,13,379,2,3,1
354,2,1724.3000000000088,100,1,4,7.654302333990733,13,377,1,2,5
355,2,1801.533333333343,100,1,6,7.517335570653279,10,383,3,1,1
356,2,958.1999999999963,100,1,3,7.016276832024256,12,377,5,1,3
357,2,1848.0000000000061,100,1,10,7.812678972085317,10,382,2,2,2
358,2,1868.7333333333454,100,1,8,7.7552645778656,10,379,3,2,4
359,2,1632.4000000000128,105,1,12,7.428959535360336,10,378,3,3,4
360,2,1923.9000000000067,-20,0,4,7.8962719905376435,9,380,4,2,3
361,2,1701.200000000007,-20,0,6,7.7497373886903125,8,380,6,1,3
362,2,1916.7000000000073,100,1,2,7.563948581616084,8,381,5,2,2
363,2,2214.60000000001,100,1,2,7.63496628165245,13,381,2,1,1
364,2,1859.3666666666702,-20,0,6,7.608855741818746,10,380,4,3,1
365,2,1539.800000000004,100,1,2,7.752132144371669,12,378,1,3,4
366,2,2680.500000000012,105,1,2,7.5473339899381005,10,379,4,1,4
367,2,1793.3000000000127,-20,0,4,7.641257166067759,9,379,5,4,1
368,2,2190.5000000000114,100,1,2,6.969097700516383,12,381,2,0,3
369,2,1509.4000000000085,-20,0,5,7.255817124843597,10,379,6,2,1
370,2,1602.7999999999997,115,1,8,7.537742667198181,11,380,3,3,1
371,2,2016.900000000012,100,1,2,7.686776053905487,12,379,3,1,3
372,2,1484.5000000000016,115,1,4,7.482838897307714,6,382,3,5,2
373,2,1732.400000000013,105,1,5,7.076245154937109,9,382,2,2,3
374,2,1676.7000000000055,-20,0,7,7.002670927445094,11,380,3,3,1
