episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy
120,1,1777.8000000000068,105,1,4,7.006369506120682,0,394,1,2,1
121,1,2087.6000000000113,100,1,3,7.2664719506104785,1,393,1,1,2
122,1,1808.9000000000076,-20,0,2,7.139943068424861,1,393,1,2,1
123,1,2428.1000000000117,105,1,3,7.1380464259783425,1,395,0,1,1
124,1,1238.5000000000073,100,1,4,7.16136399269104,2,393,2,0,1
125,1,1369.5000000000036,-20,0,2,7.215859931310018,0,395,1,1,1
126,1,2526.6000000000113,100,1,2,7.140609531203906,2,395,0,0,1
127,1,1608.1000000000001,105,1,4,7.742603892087937,2,393,0,1,2
128,1,1864.900000000012,100,1,4,7.1102453804016115,1,394,1,0,2
129,1,2444.6000000000117,100,1,2,7.099087670644124,1,394,0,1,2
130,1,2664.6000000000117,100,1,2,7.1290111668904625,2,394,1,0,1
131,1,2002.9000000000133,100,1,3,7.106454182068507,3,391,2,1,1
132,1,1657.6000000000117,100,1,5,7.490579720338186,3,392,1,0,2
133,1,2533.700000000008,100,1,2,7.884095535278321,0,395,1,1,1
134,1,2112.3000000000056,105,1,2,6.845471419095993,0,394,2,1,1
135,1,2550.500000000009,105,1,5,7.163736446897189,0,393,1,3,1
136,1,1948.300000000009,100,1,3,6.833052910963694,1,393,0,1,3
137,1,2399.70000000001,100,1,2,6.430961844126384,1,393,0,2,2
138,1,654.7999999999967,-20,0,1,6.958725927074751,1,394,0,1,2
139,1,2493.100000000011,105,1,3,6.537675563693046,2,391,2,2,1
140,1,1569.5000000000082,105,1,3,7.111892227133115,1,393,1,2,1
141,1,1912.5000000000045,105,1,3,6.622117190361023,2,394,0,1,1
142,1,1931.60000000001,100,1,5,6.668807983795801,4,391,2,1,0
143,1,1463.3000000000015,-20,0,2,7.7672986102104185,0,394,2,2,0
144,1,2664.900000000012,105,1,5,6.848796094457309,1,393,1,1,2
145,1,1678.7000000000035,105,1,6,7.453447941939036,1,392,1,2,2
146,1,3029.300000000011,100,1,3,7.562529004017512,0,393,1,3,1
147,1,2608.100000000009,100,1,3,7.842653387784958,1,394,0,2,1
148,1,2020.7000000000094,105,1,4,7.9865031460920966,0,393,1,2,2
149,1,1386.4000000000065,-20,0,2,8.239586874643962,3,394,0,1,0
150,1,2374.100000000011,105,1,5,7.875303415060043,1,393,1,2,1
151,1,2349.6000000000095,-20,0,2,8.142650503317515,2,392,2,1,1
152,1,2019.1000000000122,-20,0,2,8.080014545122783,2,395,1,0,0
153,1,2519.600000000011,105,1,2,8.269685278336206,1,394,0,2,1
154,1,1708.1000000000097,100,1,5,8.135658929745356,3,393,1,0,1
155,1,2082.9000000000074,105,1,2,8.174034832715988,0,395,0,2,1
156,1,2823.300000000014,110,1,3,7.965285780032476,1,394,0,2,1
157,1,2311.300000000008,105,1,5,8.339378848473231,1,393,1,2,1
158,1,2601.6000000000095,100,1,3,8.182632767359415,1,394,2,0,1
159,1,2933.7000000000116,105,1,2,7.956027276317278,1,392,1,2,2
160,1,1879.4000000000096,-20,0,2,7.702980897426605,0,392,2,3,1
161,1,2483.600000000013,110,1,4,8.108805042505264,2,393,0,2,1
162,1,1730.500000000007,-20,0,1,8.616761821111043,1,393,2,2,0
163,1,3120.2000000000094,110,1,4,8.405555513103803,0,392,1,2,3
164,1,2032.7000000000066,-20,0,1,8.69867518901825,0,395,2,1,0
165,1,2789.200000000011,100,1,3,8.355418031215669,1,393,3,1,0
166,1,2155.6000000000085,100,1,2,7.907124836246172,2,393,2,1,0
167,1,2503.800000000008,100,1,2,8.466294002930324,2,394,0,1,1
168,1,2876.1000000000126,-20,0,3,7.857691384156545,0,394,1,2,1
169,1,2340.3000000000075,100,1,2,8.248253582715988,3,394,0,0,1
170,1,2498.800000000011,110,1,4,6.846546178460121,0,395,1,2,0
171,1,2146.500000000016,105,1,4,7.0031348013877865,1,394,0,1,2
172,1,2558.8000000000075,105,1,4,7.614885703921318,2,393,1,1,1
173,1,2178.0000000000105,100,1,2,7.519919114708901,2,395,0,0,1
174,1,1422.5,105,1,7,7.0569026257594425,1,394,0,2,1
175,1,2437.700000000011,100,1,2,8.01191597421964,3,392,1,0,2
176,1,1940.1000000000035,-20,0,3,7.346301912268003,1,394,2,0,1
177,1,1170.6999999999982,-20,0,2,8.053892028729122,0,393,1,1,3
178,1,1295.0999999999992,100,1,5,7.5191250572601955,4,393,0,1,0
179,1,2763.9000000000083,100,1,3,8.327403572003046,2,395,1,0,0
180,1,2616.000000000011,100,1,5,6.928098161816597,0,392,0,2,4
181,1,2503.300000000014,100,1,4,7.111718682448069,3,392,2,0,1
182,1,2712.2000000000103,110,1,4,7.5849628955125805,0,394,1,2,1
183,1,1071.7999999999975,100,1,4,7.977171094417572,2,392,1,0,3
184,1,2766.0000000000114,105,1,4,7.468758575518926,1,394,1,1,1
185,1,2481.8000000000147,100,1,4,7.457724289496739,2,394,0,0,2
186,1,1740.2000000000035,-20,0,2,7.655654366413752,3,393,1,1,0
187,1,2759.7000000000085,-20,0,2,8.090544609626134,1,394,3,0,0
188,1,2645.100000000012,105,1,7,8.65890811642011,2,392,0,2,2
189,1,2685.3000000000125,-20,0,2,8.6158988849322,1,393,1,2,1
190,1,2367.900000000011,100,1,5,8.083431615034739,2,393,1,1,1
191,1,3341.9000000000137,100,1,3,8.321263755162557,3,392,1,1,1
192,1,2696.7000000000126,100,1,4,8.529039223194122,1,393,2,1,1
193,1,2074.600000000011,-20,0,4,8.718023265600204,3,393,1,0,1
194,1,2786.100000000013,-20,0,1,8.29598388314247,0,395,1,1,1
195,1,2857.500000000012,100,1,5,9.366862585147222,4,393,0,1,0
196,1,3320.1000000000136,105,1,2,8.633404716253281,2,394,0,2,0
197,1,3180.9000000000137,100,1,3,8.513322186668715,1,394,0,2,1
198,1,1134.8999999999976,-20,0,1,8.444169869820277,1,394,2,0,1
199,1,3094.10000000001,110,1,4,8.923136427402497,0,394,1,2,1
200,2,2337.700000000008,110,1,12,8.821907745599747,10,380,3,3,2
201,2,2357.9000000000087,100,1,2,9.572240540186565,10,381,1,4,2
202,2,2398.500000000013,100,1,3,9.776125578482945,11,379,2,4,2
203,2,2735.9000000000106,100,1,3,10.041797626415889,9,385,0,1,3
204,2,2193.7000000000116,100,1,4,10.930081663926442,9,383,1,3,2
205,2,2721.4000000000087,100,1,2,10.877270469665527,10,382,0,1,5
206,2,1534.800000000006,-20,0,9,11.065566713412602,12,382,2,0,2
207,2,981.433333333327,100,1,12,11.086929429769516,13,382,2,1,0
208,2,1089.2000000000012,115,1,15,11.298224039872487,10,380,1,4,3
209,2,1418.4999999999995,-20,0,13,11.002833331823348,11,379,1,4,3
210,2,755.7333333333318,-20,0,35,10.350939127604166,13,380,1,3,1
211,2,3022.000000000012,100,1,2,11.10289515097936,11,384,2,0,1
212,2,3172.3000000000125,100,1,3,10.861168076992035,14,380,0,3,1
213,2,2320.8666666666813,105,1,12,11.41637887398402,12,381,2,2,1
214,2,3055.900000000012,-20,0,4,11.35917773405711,8,385,1,1,3
215,2,918.9999999999994,100,1,4,11.189607650438944,11,380,1,3,3
216,2,2383.8000000000097,105,1,4,11.355813588301341,11,379,2,1,5
217,2,3152.1000000000126,-20,0,3,10.895577427546183,10,381,2,3,2
218,2,2489.8000000000125,105,1,4,10.718548300266265,9,382,1,2,4
219,2,2670.500000000009,-20,0,3,10.66133973479271,11,380,3,2,2
220,2,2256.4000000000124,105,1,4,10.77660126209259,11,378,2,3,4
221,2,2930.0000000000136,100,1,2,10.581706320842107,12,382,1,1,2
222,2,3433.300000000011,100,1,3,10.625023015340169,11,383,2,2,0
223,2,1487.999999999999,100,1,4,10.69350615342458,11,380,3,2,2
224,2,2818.7000000000135,110,1,3,10.488692269325256,11,381,1,4,1
225,2,2146.8333333333426,105,1,6,10.263400287230809,12,380,1,4,1
226,2,2919.7000000000116,105,1,9,9.950775102376937,10,383,2,2,1
227,2,3225.2000000000116,100,1,2,10.72063238620758,9,385,0,1,3
228,2,2079.6333333333455,100,1,6,10.681017894347509,12,380,2,1,3
229,2,1418.666666666668,-20,0,1,9.961470309495926,11,379,4,2,2
230,2,3108.600000000009,-20,0,6,10.16132883667946,12,382,1,2,1
231,2,2510.2000000000126,-20,0,7,10.604513901869456,11,381,1,2,3
232,2,3447.800000000013,105,1,4,9.897280907233556,10,384,2,2,0
233,2,3115.600000000012,-20,0,7,11.102171184619268,8,382,2,2,4
234,2,3673.2000000000126,105,1,3,10.694053090810776,10,384,1,2,1
235,2,3070.2000000000144,100,1,2,9.69052658478419,14,380,1,1,2
236,2,3072.700000000011,100,1,2,9.918228871027628,13,384,0,1,0
237,2,3299.5000000000095,100,1,2,9.067462086677551,10,382,2,2,2
238,2,3038.1000000000113,-20,0,3,9.738544710079829,10,382,2,2,2
239,2,1344.499999999998,100,1,6,9.375039952198664,13,381,0,0,4
240,2,3376.2000000000103,100,1,2,10.61629748860995,10,384,2,0,2
241,2,946.9999999999953,-20,0,5,9.58599279999733,10,380,2,1,5
242,2,2689.9000000000133,-20,0,5,9.725980245669684,11,384,2,1,0
243,2,2956.7000000000126,-20,0,4,10.708417644898097,12,382,0,3,1
244,2,3309.2000000000116,100,1,4,10.936926298538843,12,385,0,1,0
245,2,2321.1000000000104,-20,0,26,10.098697070678075,14,379,2,0,3
246,2,3763.9000000000106,100,1,3,9.937654096682866,11,382,1,1,3
247,2,2277.600000000014,-20,0,5,8.868608687321345,12,378,1,6,1
248,2,2924.000000000014,100,1,2,9.673669466574987,11,380,1,3,3
249,2,2260.80000000001,110,1,7,9.132086597283681,10,381,2,3,2
250,2,3197.5000000000086,-20,0,11,10.130076770782471,12,383,3,0,0
251,2,2854.4000000000124,-20,0,4,8.954376723368963,9,382,1,4,2
252,2,723.4999999999977,-20,0,2,9.652927645842235,10,383,1,0,4
253,2,3427.000000000012,100,1,2,9.276442956924438,9,384,2,1,2
254,2,1715.300000000013,-20,0,2,9.915620073874791,10,384,0,3,1
255,2,1737.5333333333372,105,1,6,10.474725253979365,12,379,2,3,2
256,2,2509.300000000007,-20,0,11,10.497675300836564,13,381,3,1,0
257,2,3593.2000000000135,100,1,4,10.087918337980906,13,382,1,0,2
258,2,3871.1000000000085,100,1,4,10.238532812992732,13,383,2,0,0
259,2,3168.800000000007,100,1,4,10.157951137224833,12,382,1,1,2
260,2,2147.7000000000035,-20,0,10,10.080223181645076,11,379,6,1,1
261,2,2949.3000000000106,100,1,2,9.98269292275111,7,382,4,1,4
262,2,2134.4000000000083,-20,0,1,10.019828553994497,11,382,2,0,3
263,2,3176.300000000013,-20,0,18,9.223995002508163,9,382,2,4,1
264,2,3103.700000000011,-20,0,3,9.065912132660548,10,386,1,0,1
265,2,2689.0000000000114,100,1,2,10.258130705753961,10,384,2,1,1
266,2,2244.933333333339,105,1,6,10.063939120372137,10,379,2,2,5
267,2,2711.8000000000147,-20,0,2,9.866996020476023,9,382,2,2,3
268,2,1780.2000000000073,-20,0,5,9.672460931539536,11,382,2,2,1
269,2,3739.600000000009,105,1,3,10.242209932406743,10,381,3,3,1
270,2,3571.100000000012,-20,0,4,10.201192274888356,9,384,2,3,0
271,2,3565.90000000001,100,1,5,9.722614585955938,9,380,5,2,2
272,2,1090.300000000003,-20,0,2,9.376486905813216,10,385,0,0,3
273,2,1745.4000000000028,-20,0,2,10.387876808245977,13,379,3,2,1
274,2,3132.7000000000116,100,1,2,10.861920795043309,12,384,0,0,2
275,2,2738.600000000017,-20,0,3,10.929802326361338,11,382,3,1,1
276,2,3519.600000000013,100,1,2,9.600369506279627,10,383,3,1,1
277,2,1902.5000000000007,-20,0,14,10.017254092693328,12,380,2,3,1
278,2,2460.1000000000063,-20,0,6,9.597355475028357,11,381,1,2,3
279,2,3150.833333333343,-20,0,5,9.873002272049586,11,383,2,1,1
280,2,3874.0000000000114,100,1,3,10.398463244835536,11,384,2,0,1
281,2,101.20000000000084,-20,0,17,10.417530264854431,13,383,0,2,0
282,2,4011.800000000012,-20,0,4,9.541336383024852,11,381,2,2,2
283,2,3698.500000000013,-20,0,12,9.850875024795533,13,381,2,1,1
284,2,3440.3000000000116,105,1,4,10.515984423160553,10,379,3,2,4
285,2,2493.6000000000076,-20,0,6,9.333620616197585,10,385,0,2,1
286,2,3616.400000000009,100,1,5,9.389423331022263,10,384,1,2,1
287,2,2126.0000000000123,-20,0,3,10.285526319742203,11,383,2,0,2
288,2,3708.100000000011,100,1,2,10.143615605036418,11,385,2,0,0
289,2,3650.000000000012,100,1,2,10.732605135440826,7,386,4,0,1
290,2,3239.0000000000114,110,1,9,8.86615831653277,12,382,0,3,1
291,2,3698.7333333333454,115,1,14,10.553121668497722,9,380,2,4,3
292,2,3196.900000000011,100,1,4,10.575574645201366,11,382,1,1,3
293,2,3877.300000000013,105,1,5,10.309435687859853,8,386,2,2,0
294,2,4324.10000000001,100,1,3,9.369660263458888,11,387,0,0,0
295,2,1082.4999999999977,-20,0,22,9.925652987162271,12,380,2,1,3
296,2,3723.0000000000086,100,1,5,10.383407570123673,15,379,2,1,1
297,2,2834.6000000000067,-20,0,2,11.591296549638113,10,383,2,2,1
298,2,3032.0000000000077,-20,0,4,10.911156308253606,13,381,2,0,2
299,2,4231.200000000011,-20,0,2,12.470412836472194,10,382,1,4,1
300,2,3331.500000000013,100,1,5,11.345599479675293,16,381,0,0,1
301,2,3835.5000000000114,100,1,5,11.679927519162495,14,381,1,0,2
302,2,3133.0000000000073,-20,0,2,11.777522447109222,9,386,2,1,0
303,2,3578.7000000000085,105,1,4,11.691526026328404,12,383,1,1,1
304,2,3342.2000000000094,105,1,4,12.211669532855352,11,384,0,3,0
305,2,3415.8000000000134,100,1,2,12.00519860903422,9,385,0,2,2
306,2,4272.400000000007,100,1,2,10.53918838620186,10,384,1,1,2
307,2,3453.3000000000093,105,1,4,10.602518564860025,9,383,2,2,2
308,2,4209.400000000009,105,1,2,10.525833632946014,9,384,0,3,2
309,2,2454.9333333333366,100,1,6,10.414906961917877,13,381,0,2,2
310,2,4403.400000000008,100,1,2,11.23594229578972,12,383,0,1,2
311,2,4128.90000000001,105,1,3,10.022175632317861,10,384,3,1,0
312,2,4044.4000000000106,110,1,6,11.026606713930766,8,384,2,3,1
313,2,2400.400000000005,105,1,4,10.583803941011428,11,383,2,1,1
314,2,1530.9000000000096,-20,0,3,9.387457424004873,10,385,1,1,1
315,2,3892.2000000000116,100,1,2,10.266995565096538,9,389,0,0,0
316,2,1238.5999999999983,-20,0,4,10.489387979507447,10,384,1,3,0
317,2,3838.1000000000117,100,1,2,9.717391670544941,9,382,5,1,1
318,2,3155.1333333333464,100,1,6,10.020211344361305,12,382,1,0,3
319,2,3685.6000000000067,-20,0,2,10.20108231306076,9,383,2,2,2
320,2,3932.90000000001,100,1,2,9.67689041296641,10,380,2,1,5
321,2,4354.5000000000055,105,1,6,10.459945716261863,9,385,1,1,2
322,2,3446.3000000000125,100,1,3,10.65924149652322,11,381,1,2,3
323,2,4492.000000000006,100,1,6,10.393968903223673,11,383,1,3,0
324,2,3661.733333333345,100,1,6,10.6484603091081,10,386,0,1,1
325,2,3882.1000000000076,100,1,2,9.875415154894194,10,385,1,2,0
326,2,3873.7000000000094,-20,0,12,10.28806980252266,11,383,2,0,2
327,2,4135.80000000001,105,1,4,9.782464514573416,10,384,2,1,1
328,2,4086.900000000009,100,1,2,10.021224074363708,13,382,1,1,1
329,2,2330.9333333333475,-20,0,4,10.399168289105097,10,379,4,3,2
330,2,2554.100000000011,-20,0,4,10.65018326640129,13,382,1,2,0
331,2,3580.2000000000126,105,1,5,10.393735083341598,13,381,1,1,2
332,2,4354.200000000007,100,1,2,10.766844669977823,10,385,1,2,0
333,2,4271.500000000007,100,1,3,11.451574025551478,13,385,0,0,0
334,2,3119.7000000000053,105,1,7,10.391784732739131,9,383,1,1,4
335,2,4319.600000000005,-20,0,4,10.639375619490941,9,385,1,1,2
336,2,3590.4000000000065,100,1,3,12.286096409161885,10,384,3,0,1
337,2,4153.700000000012,105,1,4,11.12628865202268,10,385,0,3,0
338,2,3993.4000000000124,105,1,5,10.87851397593816,11,383,0,3,1
339,2,4268.199999999997,-20,0,5,10.462052328586578,9,385,1,3,0
340,2,4163.4000000000115,100,1,3,11.477438100179036,8,388,0,2,0
341,2,4547.800000000002,-20,0,6,10.465716079672177,12,382,2,2,0
342,2,4566.700000000007,100,1,3,11.908900221188864,12,385,0,0,1
343,2,3752.80000000001,100,1,5,11.424826867580414,13,382,1,1,1
344,2,4467.400000000006,110,1,4,10.896266183455785,10,383,1,3,1
345,2,3351.9333333333393,105,1,6,11.872166668574016,12,382,0,2,2
346,2,3091.1000000000117,105,1,5,11.05664388259252,12,384,0,1,1
347,2,4306.0000000000055,100,1,3,11.303071373303732,11,382,3,0,2
348,2,4215.900000000011,110,1,4,10.806664222081503,11,383,0,3,1
349,2,3926.400000000008,100,1,2,10.48693429350853,9,384,2,1,2
350,2,3412.400000000013,-20,0,2,10.484767188032468,9,384,2,1,2
351,2,4457.900000000005,100,1,4,10.824864154259364,14,381,1,1,1
352,2,4423.800000000005,100,1,2,10.471368788282076,9,385,1,1,2
353,2,3685.8000000000106,100,1,3,10.651278865933419,11,382,2,0,3
354,2,4229.100000000011,105,1,3,10.26247833053271,10,384,1,3,0
355,2,3951.0000000000086,100,1,2,12.937346600890159,11,384,1,0,2
356,2,4416.200000000004,105,1,5,8.923079347809155,10,386,0,1,1
357,2,3472.300000000008,100,1,5,9.393724066019058,15,379,2,2,0
358,2,4726.7000000000035,-20,0,1,9.803974725802739,9,385,3,1,0
359,2,3161.93333333334,105,1,6,9.842582589586575,13,380,0,3,2
360,2,2705.6333333333423,105,1,6,10.377840658624967,14,382,0,1,1
361,2,4229.10000000001,100,1,8,10.06928263604641,11,381,2,2,2
362,2,4132.66666666668,-20,0,13,9.00867392619451,12,381,3,2,0
363,2,4418.900000000004,115,1,6,10.362281492551167,9,383,1,5,0
364,2,4476.200000000005,105,1,4,10.509977801243464,8,386,0,2,2
365,2,3631.2000000000057,-20,0,7,10.0406247651577,10,384,1,3,0
366,2,4162.533333333341,-20,0,2,9.861123663584392,12,382,3,1,0
367,2,2747.13333333334,-20,0,6,12.678468645413716,14,379,0,3,2
368,2,4469.666666666674,-20,0,11,11.56346712509791,11,383,2,0,2
369,2,2217.0000000000023,100,1,4,9.955747671922047,12,383,0,0,3
370,2,4614.099999999999,100,1,2,10.73759758512179,9,386,2,0,1
371,2,3666.9333333333434,-20,0,1,10.58826755007108,11,383,2,1,1
372,2,4496.900000000004,105,1,4,9.868625542720158,12,385,0,1,0
373,2,3068.5000000000105,100,1,5,10.178486913442612,13,381,1,2,1
374,2,3051.7000000000075,100,1,4,11.333009786208471,9,384,2,2,1
375,2,3793.300000000015,100,1,6,11.212293585340182,14,382,1,0,1
